id, name1, name2, name3, name4, name5, note1, note2, note3, note4, note5, note 6, note7, note8, note9, note10, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
1426,3,9,15,17,21,135/128,153/128,315/256,357/256,45/32,189/128,51/32,27/16,63/32,255/128,false,false,false,false,10,0,1,0,0,1,0,0,1,1,0,1,0,0,0
1428,5,9,15,17,21,135/128,75/64,153/128,315/256,85/64,357/256,45/32,189/128,105/64,255/128,false,false,false,false,10,0,0,1,0,1,0,0,1,1,0,1,0,0,0
1432,7,9,15,17,21,135/128,147/128,153/128,315/256,357/256,189/128,105/64,119/64,63/32,255/128,false,false,false,false,10,0,0,0,1,1,0,0,1,1,0,1,0,0,0
1441,1,11,15,17,21,17/16,315/256,165/128,21/16,11/8,357/256,187/128,231/128,15/8,255/128,false,false,false,false,10,1,0,0,0,0,1,0,1,1,0,1,0,0,0
1442,3,11,15,17,21,33/32,315/256,165/128,357/256,45/32,187/128,51/32,231/128,63/32,255/128,false,false,false,false,10,0,1,0,0,0,1,0,1,1,0,1,0,0,0
1444,5,11,15,17,21,75/64,315/256,165/128,85/64,357/256,187/128,105/64,55/32,231/128,255/128,false,false,false,true,10,0,0,1,0,0,1,0,1,1,0,1,0,0,0
1448,7,11,15,17,21,147/128,77/64,315/256,165/128,357/256,187/128,105/64,231/128,119/64,255/128,false,false,false,false,10,0,0,0,1,0,1,0,1,1,0,1,0,0,0
1456,9,11,15,17,21,135/128,153/128,315/256,165/128,357/256,187/128,189/128,99/64,231/128,255/128,false,false,false,false,10,0,0,0,0,1,1,0,1,1,0,1,0,0,0
1473,1,13,15,17,21,17/16,273/256,315/256,21/16,357/256,195/128,13/8,221/128,15/8,255/128,false,false,false,false,10,1,0,0,0,0,0,1,1,1,0,1,0,0,0
1474,3,13,15,17,21,273/256,39/32,315/256,357/256,45/32,195/128,51/32,221/128,63/32,255/128,false,false,false,false,10,0,1,0,0,0,0,1,1,1,0,1,0,0,0
1476,5,13,15,17,21,65/64,273/256,75/64,315/256,85/64,357/256,195/128,105/64,221/128,255/128,false,false,false,false,10,0,0,1,0,0,0,1,1,1,0,1,0,0,0
1480,7,13,15,17,21,273/256,147/128,315/256,357/256,91/64,195/128,105/64,221/128,119/64,255/128,false,false,false,false,10,0,0,0,1,0,0,1,1,1,0,1,0,0,0
1488,9,13,15,17,21,135/128,273/256,153/128,315/256,357/256,189/128,195/128,221/128,117/64,255/128,false,false,false,false,10,0,0,0,0,1,0,1,1,1,0,1,0,0,0
1504,11,13,15,17,21,273/256,143/128,315/256,165/128,357/256,187/128,195/128,221/128,231/128,255/128,false,false,false,false,10,0,0,0,0,0,1,1,1,1,0,1,0,0,0
1543,1,3,5,19,21,19/16,5/4,21/16,95/64,3/2,399/256,105/64,57/32,15/8,63/32,false,false,false,false,10,1,1,1,0,0,0,0,0,0,1,1,0,0,0
1547,1,3,7,19,21,133/128,147/128,19/16,21/16,3/2,399/256,7/4,57/32,63/32,null/null,false,false,false,false,9,1,1,0,1,0,0,0,0,0,1,1,0,0,0
1549,1,5,7,19,21,133/128,35/32,147/128,19/16,5/4,21/16,95/64,399/256,105/64,7/4,false,false,false,false,10,1,0,1,1,0,0,0,0,0,1,1,0,0,0
1550,3,5,7,19,21,133/128,35/32,147/128,21/16,95/64,399/256,105/64,57/32,15/8,63/32,false,false,false,false,10,0,1,1,1,0,0,0,0,0,1,1,0,0,0
1555,1,3,9,19,21,9/8,19/16,21/16,171/128,189/128,3/2,399/256,27/16,57/32,63/32,false,false,false,false,10,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1557,1,5,9,19,21,9/8,19/16,5/4,21/16,171/128,45/32,189/128,95/64,399/256,105/64,false,false,false,false,10,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1558,3,5,9,19,21,171/128,45/32,189/128,95/64,399/256,105/64,27/16,57/32,15/8,63/32,false,false,false,false,10,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1561,1,7,9,19,21,133/128,9/8,147/128,19/16,21/16,171/128,189/128,399/256,7/4,63/32,false,false,false,false,10,1,0,0,1,1,0,0,0,0,1,1,0,0,0
1562,3,7,9,19,21,133/128,147/128,21/16,171/128,189/128,399/256,27/16,57/32,63/32,null/null,false,false,false,false,9,0,1,0,1,1,0,0,0,0,1,1,0,0,0
1564,5,7,9,19,21,133/128,35/32,147/128,171/128,45/32,189/128,95/64,399/256,105/64,63/32,false,false,false,true,10,0,0,1,1,1,0,0,0,0,1,1,0,0,0
1571,1,3,11,19,21,33/32,19/16,21/16,11/8,3/2,399/256,209/128,57/32,231/128,63/32,false,false,false,false,10,1,1,0,0,0,1,0,0,0,1,1,0,0,0
1573,1,5,11,19,21,19/16,5/4,21/16,11/8,95/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1574,3,5,11,19,21,33/32,95/64,399/256,209/128,105/64,55/32,57/32,231/128,15/8,63/32,false,false,false,false,10,0,1,1,0,0,1,0,0,0,1,1,0,0,0
1577,1,7,11,19,21,133/128,147/128,19/16,77/64,21/16,11/8,399/256,209/128,7/4,231/128,false,false,false,false,10,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1578,3,7,11,19,21,33/32,133/128,147/128,77/64,21/16,399/256,209/128,57/32,231/128,63/32,false,false,false,false,10,0,1,0,1,0,1,0,0,0,1,1,0,0,0
1580,5,7,11,19,21,133/128,35/32,147/128,77/64,95/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,1,0,1,0,0,0,1,1,0,0,0
1585,1,9,11,19,21,9/8,19/16,21/16,171/128,11/8,189/128,99/64,399/256,209/128,231/128,false,false,false,false,10,1,0,0,0,1,1,0,0,0,1,1,0,0,0
1586,3,9,11,19,21,33/32,171/128,189/128,99/64,399/256,209/128,27/16,57/32,231/128,63/32,false,false,false,false,10,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1588,5,9,11,19,21,171/128,45/32,189/128,95/64,99/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,1,1,0,0,0,1,1,0,0,0
1592,7,9,11,19,21,133/128,147/128,77/64,171/128,189/128,99/64,399/256,209/128,231/128,63/32,false,false,false,true,10,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1603,1,3,13,19,21,273/256,19/16,39/32,21/16,3/2,399/256,13/8,57/32,247/128,63/32,false,false,false,false,10,1,1,0,0,0,0,1,0,0,1,1,0,0,0
1605,1,5,13,19,21,65/64,273/256,19/16,5/4,21/16,95/64,399/256,13/8,105/64,247/128,false,false,false,false,10,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1606,3,5,13,19,21,65/64,273/256,39/32,95/64,399/256,105/64,57/32,15/8,247/128,63/32,false,false,false,false,10,0,1,1,0,0,0,1,0,0,1,1,0,0,0
1609,1,7,13,19,21,133/128,273/256,147/128,19/16,21/16,91/64,399/256,13/8,7/4,247/128,false,false,false,false,10,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1610,3,7,13,19,21,133/128,273/256,147/128,39/32,21/16,91/64,399/256,57/32,247/128,63/32,false,false,false,false,10,0,1,0,1,0,0,1,0,0,1,1,0,0,0
1612,5,7,13,19,21,65/64,133/128,273/256,35/32,147/128,91/64,95/64,399/256,105/64,247/128,false,false,false,false,10,0,0,1,1,0,0,1,0,0,1,1,0,0,0
1617,1,9,13,19,21,273/256,9/8,19/16,21/16,171/128,189/128,399/256,13/8,117/64,247/128,false,false,false,false,10,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1618,3,9,13,19,21,273/256,39/32,171/128,189/128,399/256,27/16,57/32,117/64,247/128,63/32,false,false,false,false,10,0,1,0,0,1,0,1,0,0,1,1,0,0,0
1620,5,9,13,19,21,65/64,273/256,171/128,45/32,189/128,95/64,399/256,105/64,117/64,247/128,false,false,false,false,10,0,0,1,0,1,0,1,0,0,1,1,0,0,0
1624,7,9,13,19,21,133/128,273/256,147/128,171/128,91/64,189/128,399/256,117/64,247/128,63/32,false,false,false,false,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0
1633,1,11,13,19,21,273/256,143/128,19/16,21/16,11/8,399/256,13/8,209/128,231/128,247/128,false,false,false,false,10,1,0,0,0,0,1,1,0,0,1,1,0,0,0
1634,3,11,13,19,21,33/32,273/256,143/128,39/32,399/256,209/128,57/32,231/128,247/128,63/32,false,false,false,false,10,0,1,0,0,0,1,1,0,0,1,1,0,0,0
1636,5,11,13,19,21,65/64,273/256,143/128,95/64,399/256,209/128,105/64,55/32,231/128,247/128,false,false,false,true,10,0,0,1,0,0,1,1,0,0,1,1,0,0,0
1640,7,11,13,19,21,133/128,273/256,143/128,147/128,77/64,91/64,399/256,209/128,231/128,247/128,false,false,false,false,10,0,0,0,1,0,1,1,0,0,1,1,0,0,0
1648,9,11,13,19,21,273/256,143/128,171/128,189/128,99/64,399/256,209/128,231/128,117/64,247/128,false,false,false,false,10,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1667,1,3,15,19,21,285/256,19/16,315/256,21/16,45/32,3/2,399/256,57/32,15/8,63/32,false,false,false,false,10,1,1,0,0,0,0,0,1,0,1,1,0,0,0
1669,1,5,15,19,21,285/256,75/64,19/16,315/256,5/4,21/16,95/64,399/256,105/64,15/8,false,false,false,false,10,1,0,1,0,0,0,0,1,0,1,1,0,0,0
1670,3,5,15,19,21,285/256,75/64,315/256,45/32,95/64,399/256,105/64,57/32,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,0,1,0,1,1,0,0,0
1673,1,7,15,19,21,133/128,285/256,147/128,19/16,315/256,21/16,399/256,105/64,7/4,15/8,false,false,false,false,10,1,0,0,1,0,0,0,1,0,1,1,0,0,0
1674,3,7,15,19,21,133/128,285/256,147/128,315/256,21/16,45/32,399/256,105/64,57/32,63/32,false,false,false,false,10,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1676,5,7,15,19,21,133/128,35/32,285/256,147/128,75/64,315/256,95/64,399/256,105/64,null/null,false,false,false,false,9,0,0,1,1,0,0,0,1,0,1,1,0,0,0
1681,1,9,15,19,21,135/128,285/256,9/8,19/16,315/256,21/16,171/128,189/128,399/256,15/8,false,false,false,false,10,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1682,3,9,15,19,21,135/128,285/256,315/256,171/128,45/32,189/128,399/256,27/16,57/32,63/32,false,false,false,false,10,0,1,0,0,1,0,0,1,0,1,1,0,0,0
1684,5,9,15,19,21,135/128,285/256,75/64,315/256,171/128,45/32,189/128,95/64,399/256,105/64,false,false,false,false,10,0,0,1,0,1,0,0,1,0,1,1,0,0,0
1688,7,9,15,19,21,133/128,135/128,285/256,147/128,315/256,171/128,189/128,399/256,105/64,63/32,false,false,false,false,10,0,0,0,1,1,0,0,1,0,1,1,0,0,0
1697,1,11,15,19,21,285/256,19/16,315/256,165/128,21/16,11/8,399/256,209/128,231/128,15/8,false,false,false,false,10,1,0,0,0,0,1,0,1,0,1,1,0,0,0
1698,3,11,15,19,21,33/32,285/256,315/256,165/128,45/32,399/256,209/128,57/32,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,1,0,1,1,0,0,0
1700,5,11,15,19,21,285/256,75/64,315/256,165/128,95/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,0,1,0,1,0,1,1,0,0,0
1704,7,11,15,19,21,133/128,285/256,147/128,77/64,315/256,165/128,399/256,209/128,105/64,231/128,false,false,false,false,10,0,0,0,1,0,1,0,1,0,1,1,0,0,0
1712,9,11,15,19,21,135/128,285/256,315/256,165/128,171/128,189/128,99/64,399/256,209/128,231/128,false,false,false,false,10,0,0,0,0,1,1,0,1,0,1,1,0,0,0
1729,1,13,15,19,21,273/256,285/256,19/16,315/256,21/16,195/128,399/256,13/8,15/8,247/128,false,false,false,false,10,1,0,0,0,0,0,1,1,0,1,1,0,0,0
1730,3,13,15,19,21,273/256,285/256,39/32,315/256,45/32,195/128,399/256,57/32,247/128,63/32,false,false,false,false,10,0,1,0,0,0,0,1,1,0,1,1,0,0,0
1732,5,13,15,19,21,65/64,273/256,285/256,75/64,315/256,95/64,195/128,399/256,105/64,247/128,false,false,false,false,10,0,0,1,0,0,0,1,1,0,1,1,0,0,0
1736,7,13,15,19,21,133/128,273/256,285/256,147/128,315/256,91/64,195/128,399/256,105/64,247/128,false,false,false,false,10,0,0,0,1,0,0,1,1,0,1,1,0,0,0
1744,9,13,15,19,21,135/128,273/256,285/256,315/256,171/128,189/128,195/128,399/256,117/64,247/128,false,false,false,false,10,0,0,0,0,1,0,1,1,0,1,1,0,0,0
1760,11,13,15,19,21,273/256,285/256,143/128,315/256,165/128,195/128,399/256,209/128,231/128,247/128,false,false,false,false,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0
1795,1,3,17,19,21,17/16,19/16,323/256,21/16,357/256,3/2,399/256,51/32,57/32,63/32,false,false,false,false,10,1,1,0,0,0,0,0,0,1,1,1,0,0,0
1797,1,5,17,19,21,17/16,19/16,5/4,323/256,21/16,85/64,357/256,95/64,399/256,105/64,false,false,false,false,10,1,0,1,0,0,0,0,0,1,1,1,0,0,0
1798,3,5,17,19,21,323/256,85/64,357/256,95/64,399/256,51/32,105/64,57/32,15/8,63/32,false,false,false,false,10,0,1,1,0,0,0,0,0,1,1,1,0,0,0
1801,1,7,17,19,21,133/128,17/16,147/128,19/16,323/256,21/16,357/256,399/256,7/4,119/64,false,false,false,false,10,1,0,0,1,0,0,0,0,1,1,1,0,0,0
1802,3,7,17,19,21,133/128,147/128,323/256,21/16,357/256,399/256,51/32,57/32,119/64,63/32,false,false,false,false,10,0,1,0,1,0,0,0,0,1,1,1,0,0,0
1804,5,7,17,19,21,133/128,35/32,147/128,323/256,85/64,357/256,95/64,399/256,105/64,119/64,false,false,false,true,10,0,0,1,1,0,0,0,0,1,1,1,0,0,0
1809,1,9,17,19,21,17/16,9/8,19/16,153/128,323/256,21/16,171/128,357/256,189/128,399/256,false,false,false,false,10,1,0,0,0,1,0,0,0,1,1,1,0,0,0
1810,3,9,17,19,21,153/128,323/256,171/128,357/256,189/128,399/256,51/32,27/16,57/32,63/32,false,false,false,false,10,0,1,0,0,1,0,0,0,1,1,1,0,0,0
1812,5,9,17,19,21,153/128,323/256,85/64,171/128,357/256,45/32,189/128,95/64,399/256,105/64,false,false,false,false,10,0,0,1,0,1,0,0,0,1,1,1,0,0,0
1816,7,9,17,19,21,133/128,147/128,153/128,323/256,171/128,357/256,189/128,399/256,119/64,63/32,false,false,false,false,10,0,0,0,1,1,0,0,0,1,1,1,0,0,0
1825,1,11,17,19,21,17/16,19/16,323/256,21/16,11/8,357/256,187/128,399/256,209/128,231/128,false,false,false,false,10,1,0,0,0,0,1,0,0,1,1,1,0,0,0
1826,3,11,17,19,21,33/32,323/256,357/256,187/128,399/256,51/32,209/128,57/32,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,0,1,1,1,0,0,0
1828,5,11,17,19,21,323/256,85/64,357/256,187/128,95/64,399/256,209/128,105/64,55/32,231/128,false,false,false,false,10,0,0,1,0,0,1,0,0,1,1,1,0,0,0
1832,7,11,17,19,21,133/128,147/128,77/64,323/256,357/256,187/128,399/256,209/128,231/128,119/64,false,false,false,true,10,0,0,0,1,0,1,0,0,1,1,1,0,0,0
1840,9,11,17,19,21,153/128,323/256,171/128,357/256,187/128,189/128,99/64,399/256,209/128,231/128,false,false,false,false,10,0,0,0,0,1,1,0,0,1,1,1,0,0,0
1857,1,13,17,19,21,17/16,273/256,19/16,323/256,21/16,357/256,399/256,13/8,221/128,247/128,false,false,false,false,10,1,0,0,0,0,0,1,0,1,1,1,0,0,0
1858,3,13,17,19,21,273/256,39/32,323/256,357/256,399/256,51/32,221/128,57/32,247/128,63/32,false,false,false,false,10,0,1,0,0,0,0,1,0,1,1,1,0,0,0
1860,5,13,17,19,21,65/64,273/256,323/256,85/64,357/256,95/64,399/256,105/64,221/128,247/128,false,false,false,false,10,0,0,1,0,0,0,1,0,1,1,1,0,0,0
1864,7,13,17,19,21,133/128,273/256,147/128,323/256,357/256,91/64,399/256,221/128,119/64,247/128,false,false,false,false,10,0,0,0,1,0,0,1,0,1,1,1,0,0,0
1872,9,13,17,19,21,273/256,153/128,323/256,171/128,357/256,189/128,399/256,221/128,117/64,247/128,false,false,false,true,10,0,0,0,0,1,0,1,0,1,1,1,0,0,0
1888,11,13,17,19,21,273/256,143/128,323/256,357/256,187/128,399/256,209/128,221/128,231/128,247/128,false,false,false,false,10,0,0,0,0,0,1,1,0,1,1,1,0,0,0
1921,1,15,17,19,21,17/16,285/256,19/16,315/256,323/256,21/16,357/256,399/256,15/8,255/128,false,false,false,false,10,1,0,0,0,0,0,0,1,1,1,1,0,0,0
1922,3,15,17,19,21,285/256,315/256,323/256,357/256,45/32,399/256,51/32,57/32,63/32,255/128,false,false,false,false,10,0,1,0,0,0,0,0,1,1,1,1,0,0,0
1924,5,15,17,19,21,285/256,75/64,315/256,323/256,85/64,357/256,95/64,399/256,105/64,255/128,false,false,false,true,10,0,0,1,0,0,0,0,1,1,1,1,0,0,0
1928,7,15,17,19,21,133/128,285/256,147/128,315/256,323/256,357/256,399/256,105/64,119/64,255/128,false,false,false,false,10,0,0,0,1,0,0,0,1,1,1,1,0,0,0
1936,9,15,17,19,21,135/128,285/256,153/128,315/256,323/256,171/128,357/256,189/128,399/256,255/128,false,false,false,false,10,0,0,0,0,1,0,0,1,1,1,1,0,0,0
1952,11,15,17,19,21,285/256,315/256,323/256,165/128,357/256,187/128,399/256,209/128,231/128,255/128,false,false,false,false,10,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1984,13,15,17,19,21,273/256,285/256,315/256,323/256,357/256,195/128,399/256,221/128,247/128,255/128,false,false,false,false,10,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2063,1,3,5,7,23,69/64,35/32,5/4,161/128,21/16,23/16,3/2,7/4,115/64,15/8,false,false,false,false,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0
2071,1,3,5,9,23,69/64,9/8,5/4,45/32,23/16,3/2,207/128,27/16,115/64,15/8,false,false,false,false,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0
2075,1,3,7,9,23,69/64,9/8,161/128,21/16,23/16,3/2,207/128,27/16,7/4,63/32,false,false,false,false,10,1,1,0,1,1,0,0,0,0,0,0,1,0,0
2077,1,5,7,9,23,35/32,9/8,5/4,161/128,45/32,23/16,207/128,7/4,115/64,63/32,false,false,false,false,10,1,0,1,1,1,0,0,0,0,0,0,1,0,0
2078,3,5,7,9,23,69/64,35/32,161/128,21/16,45/32,207/128,27/16,115/64,15/8,63/32,false,false,false,false,10,0,1,1,1,1,0,0,0,0,0,0,1,0,0
2087,1,3,5,11,23,33/32,69/64,5/4,11/8,23/16,3/2,55/32,115/64,15/8,253/128,false,false,false,false,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0
2091,1,3,7,11,23,33/32,69/64,77/64,161/128,21/16,11/8,23/16,3/2,7/4,253/128,false,false,false,false,10,1,1,0,1,0,1,0,0,0,0,0,1,0,0
2093,1,5,7,11,23,35/32,77/64,5/4,161/128,11/8,23/16,55/32,7/4,115/64,253/128,false,false,false,false,10,1,0,1,1,0,1,0,0,0,0,0,1,0,0
2094,3,5,7,11,23,33/32,69/64,35/32,77/64,161/128,21/16,55/32,115/64,15/8,253/128,false,false,false,false,10,0,1,1,1,0,1,0,0,0,0,0,1,0,0
2099,1,3,9,11,23,33/32,69/64,9/8,11/8,23/16,3/2,99/64,207/128,27/16,253/128,false,false,false,false,10,1,1,0,0,1,1,0,0,0,0,0,1,0,0
2101,1,5,9,11,23,9/8,5/4,11/8,45/32,23/16,99/64,207/128,55/32,115/64,253/128,false,false,false,false,10,1,0,1,0,1,1,0,0,0,0,0,1,0,0
2102,3,5,9,11,23,33/32,69/64,45/32,99/64,207/128,27/16,55/32,115/64,15/8,253/128,false,false,false,false,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0
2105,1,7,9,11,23,9/8,77/64,161/128,11/8,23/16,99/64,207/128,7/4,63/32,253/128,false,false,false,false,10,1,0,0,1,1,1,0,0,0,0,0,1,0,0
2106,3,7,9,11,23,33/32,69/64,77/64,161/128,21/16,99/64,207/128,27/16,63/32,253/128,false,false,false,false,10,0,1,0,1,1,1,0,0,0,0,0,1,0,0
2108,5,7,9,11,23,35/32,77/64,161/128,45/32,99/64,207/128,55/32,115/64,63/32,253/128,false,false,false,false,10,0,0,1,1,1,1,0,0,0,0,0,1,0,0
2119,1,3,5,13,23,65/64,69/64,299/256,39/32,5/4,23/16,3/2,13/8,115/64,15/8,false,false,false,false,10,1,1,1,0,0,0,1,0,0,0,0,1,0,0
2123,1,3,7,13,23,69/64,299/256,39/32,161/128,21/16,91/64,23/16,3/2,13/8,7/4,false,false,false,false,10,1,1,0,1,0,0,1,0,0,0,0,1,0,0
2125,1,5,7,13,23,65/64,35/32,299/256,5/4,161/128,91/64,23/16,13/8,7/4,115/64,false,false,false,false,10,1,0,1,1,0,0,1,0,0,0,0,1,0,0
2126,3,5,7,13,23,65/64,69/64,35/32,299/256,39/32,161/128,21/16,91/64,115/64,15/8,false,false,false,false,10,0,1,1,1,0,0,1,0,0,0,0,1,0,0
2131,1,3,9,13,23,69/64,9/8,299/256,39/32,23/16,3/2,207/128,13/8,27/16,117/64,false,false,false,false,10,1,1,0,0,1,0,1,0,0,0,0,1,0,0
2133,1,5,9,13,23,65/64,9/8,299/256,5/4,45/32,23/16,207/128,13/8,115/64,117/64,false,false,false,false,10,1,0,1,0,1,0,1,0,0,0,0,1,0,0
2134,3,5,9,13,23,65/64,69/64,299/256,39/32,45/32,207/128,27/16,115/64,117/64,15/8,false,false,false,false,10,0,1,1,0,1,0,1,0,0,0,0,1,0,0
2137,1,7,9,13,23,9/8,299/256,161/128,91/64,23/16,207/128,13/8,7/4,117/64,63/32,false,false,false,false,10,1,0,0,1,1,0,1,0,0,0,0,1,0,0
2138,3,7,9,13,23,69/64,299/256,39/32,161/128,21/16,91/64,207/128,27/16,117/64,63/32,false,false,false,false,10,0,1,0,1,1,0,1,0,0,0,0,1,0,0
2140,5,7,9,13,23,65/64,35/32,299/256,161/128,45/32,91/64,207/128,115/64,117/64,63/32,false,false,false,false,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0
2147,1,3,11,13,23,33/32,69/64,143/128,299/256,39/32,11/8,23/16,3/2,13/8,253/128,false,false,false,false,10,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2149,1,5,11,13,23,65/64,143/128,299/256,5/4,11/8,23/16,13/8,55/32,115/64,253/128,false,false,false,false,10,1,0,1,0,0,1,1,0,0,0,0,1,0,0
2150,3,5,11,13,23,65/64,33/32,69/64,143/128,299/256,39/32,55/32,115/64,15/8,253/128,false,false,false,false,10,0,1,1,0,0,1,1,0,0,0,0,1,0,0
2153,1,7,11,13,23,143/128,299/256,77/64,161/128,11/8,91/64,23/16,13/8,7/4,253/128,false,false,false,false,10,1,0,0,1,0,1,1,0,0,0,0,1,0,0
2154,3,7,11,13,23,33/32,69/64,143/128,299/256,77/64,39/32,161/128,21/16,91/64,253/128,false,false,false,false,10,0,1,0,1,0,1,1,0,0,0,0,1,0,0
2156,5,7,11,13,23,65/64,35/32,143/128,299/256,77/64,161/128,91/64,55/32,115/64,253/128,false,false,false,false,10,0,0,1,1,0,1,1,0,0,0,0,1,0,0
2161,1,9,11,13,23,143/128,9/8,299/256,11/8,23/16,99/64,207/128,13/8,117/64,253/128,false,false,false,false,10,1,0,0,0,1,1,1,0,0,0,0,1,0,0
2162,3,9,11,13,23,33/32,69/64,143/128,299/256,39/32,99/64,207/128,27/16,117/64,253/128,false,false,false,false,10,0,1,0,0,1,1,1,0,0,0,0,1,0,0
2164,5,9,11,13,23,65/64,143/128,299/256,45/32,99/64,207/128,55/32,115/64,117/64,253/128,false,false,false,false,10,0,0,1,0,1,1,1,0,0,0,0,1,0,0
2168,7,9,11,13,23,143/128,299/256,77/64,161/128,91/64,99/64,207/128,117/64,63/32,253/128,false,false,false,false,10,0,0,0,1,1,1,1,0,0,0,0,1,0,0
2183,1,3,5,15,23,69/64,75/64,5/4,345/256,45/32,23/16,3/2,115/64,15/8,null/null,false,false,false,false,9,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2187,1,3,7,15,23,69/64,161/128,21/16,345/256,45/32,23/16,3/2,105/64,7/4,15/8,false,false,false,false,10,1,1,0,1,0,0,0,1,0,0,0,1,0,0
2189,1,5,7,15,23,35/32,75/64,5/4,161/128,345/256,23/16,105/64,7/4,115/64,15/8,false,false,false,false,10,1,0,1,1,0,0,0,1,0,0,0,1,0,0
2190,3,5,7,15,23,69/64,35/32,75/64,161/128,21/16,345/256,45/32,105/64,115/64,15/8,false,false,false,false,10,0,1,1,1,0,0,0,1,0,0,0,1,0,0
2195,1,3,9,15,23,135/128,69/64,9/8,345/256,45/32,23/16,3/2,207/128,27/16,15/8,false,false,false,false,10,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2197,1,5,9,15,23,135/128,9/8,75/64,5/4,345/256,45/32,23/16,207/128,115/64,15/8,false,false,false,false,10,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2198,3,5,9,15,23,135/128,69/64,75/64,345/256,45/32,207/128,27/16,115/64,15/8,null/null,false,false,false,false,9,0,1,1,0,1,0,0,1,0,0,0,1,0,0
2201,1,7,9,15,23,135/128,9/8,161/128,345/256,23/16,207/128,105/64,7/4,15/8,63/32,false,false,false,false,10,1,0,0,1,1,0,0,1,0,0,0,1,0,0
2202,3,7,9,15,23,135/128,69/64,161/128,21/16,345/256,45/32,207/128,105/64,27/16,63/32,false,false,false,false,10,0,1,0,1,1,0,0,1,0,0,0,1,0,0
2204,5,7,9,15,23,135/128,35/32,75/64,161/128,345/256,45/32,207/128,105/64,115/64,63/32,false,false,false,false,10,0,0,1,1,1,0,0,1,0,0,0,1,0,0
2211,1,3,11,15,23,33/32,69/64,165/128,345/256,11/8,45/32,23/16,3/2,15/8,253/128,false,false,false,false,10,1,1,0,0,0,1,0,1,0,0,0,1,0,0
2213,1,5,11,15,23,75/64,5/4,165/128,345/256,11/8,23/16,55/32,115/64,15/8,253/128,false,false,false,false,10,1,0,1,0,0,1,0,1,0,0,0,1,0,0
2214,3,5,11,15,23,33/32,69/64,75/64,165/128,345/256,45/32,55/32,115/64,15/8,253/128,false,false,false,false,10,0,1,1,0,0,1,0,1,0,0,0,1,0,0
2217,1,7,11,15,23,77/64,161/128,165/128,345/256,11/8,23/16,105/64,7/4,15/8,253/128,false,false,false,false,10,1,0,0,1,0,1,0,1,0,0,0,1,0,0
2218,3,7,11,15,23,33/32,69/64,77/64,161/128,165/128,21/16,345/256,45/32,105/64,253/128,false,false,false,false,10,0,1,0,1,0,1,0,1,0,0,0,1,0,0
2220,5,7,11,15,23,35/32,75/64,77/64,161/128,165/128,345/256,105/64,55/32,115/64,253/128,false,false,false,false,10,0,0,1,1,0,1,0,1,0,0,0,1,0,0
2225,1,9,11,15,23,135/128,9/8,165/128,345/256,11/8,23/16,99/64,207/128,15/8,253/128,false,false,false,false,10,1,0,0,0,1,1,0,1,0,0,0,1,0,0
2226,3,9,11,15,23,33/32,135/128,69/64,165/128,345/256,45/32,99/64,207/128,27/16,253/128,false,false,false,false,10,0,1,0,0,1,1,0,1,0,0,0,1,0,0
2228,5,9,11,15,23,135/128,75/64,165/128,345/256,45/32,99/64,207/128,55/32,115/64,253/128,false,false,false,false,10,0,0,1,0,1,1,0,1,0,0,0,1,0,0
