id, name1, name2, name3, name4, name5, note1, note2, note3, note4, note5, note 6, note7, note8, note9, note10, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
4636,5,7,9,19,25,133/128,35/32,171/128,175/128,45/32,95/64,225/128,475/256,125/64,63/32,false,false,false,false,10,0,0,1,1,1,0,0,0,0,1,0,0,1,0
4643,1,3,11,19,25,33/32,275/256,75/64,19/16,11/8,3/2,25/16,209/128,57/32,475/256,false,false,false,false,10,1,1,0,0,0,1,0,0,0,1,0,0,1,0
4645,1,5,11,19,25,275/256,19/16,5/4,11/8,95/64,25/16,209/128,55/32,475/256,125/64,false,false,false,false,10,1,0,1,0,0,1,0,0,0,1,0,0,1,0
4646,3,5,11,19,25,33/32,275/256,75/64,95/64,209/128,55/32,57/32,475/256,15/8,125/64,false,false,false,false,10,0,1,1,0,0,1,0,0,0,1,0,0,1,0
4649,1,7,11,19,25,133/128,275/256,19/16,77/64,175/128,11/8,25/16,209/128,7/4,475/256,false,false,false,false,10,1,0,0,1,0,1,0,0,0,1,0,0,1,0
4650,3,7,11,19,25,33/32,133/128,275/256,75/64,77/64,21/16,175/128,209/128,57/32,475/256,false,false,false,false,10,0,1,0,1,0,1,0,0,0,1,0,0,1,0
4652,5,7,11,19,25,133/128,275/256,35/32,77/64,175/128,95/64,209/128,55/32,475/256,125/64,false,false,false,false,10,0,0,1,1,0,1,0,0,0,1,0,0,1,0
4657,1,9,11,19,25,275/256,9/8,19/16,171/128,11/8,99/64,25/16,209/128,225/128,475/256,false,false,false,false,10,1,0,0,0,1,1,0,0,0,1,0,0,1,0
4658,3,9,11,19,25,33/32,275/256,75/64,171/128,99/64,209/128,27/16,225/128,57/32,475/256,false,false,false,false,10,0,1,0,0,1,1,0,0,0,1,0,0,1,0
4660,5,9,11,19,25,275/256,171/128,45/32,95/64,99/64,209/128,55/32,225/128,475/256,125/64,false,false,false,true,10,0,0,1,0,1,1,0,0,0,1,0,0,1,0
4664,7,9,11,19,25,133/128,275/256,77/64,171/128,175/128,99/64,209/128,225/128,475/256,63/32,false,false,false,false,10,0,0,0,1,1,1,0,0,0,1,0,0,1,0
4675,1,3,13,19,25,75/64,19/16,39/32,325/256,3/2,25/16,13/8,57/32,475/256,247/128,false,false,false,false,10,1,1,0,0,0,0,1,0,0,1,0,0,1,0
4677,1,5,13,19,25,65/64,19/16,5/4,325/256,95/64,25/16,13/8,475/256,247/128,125/64,false,false,false,false,10,1,0,1,0,0,0,1,0,0,1,0,0,1,0
4678,3,5,13,19,25,65/64,75/64,39/32,325/256,95/64,57/32,475/256,15/8,247/128,125/64,false,false,false,false,10,0,1,1,0,0,0,1,0,0,1,0,0,1,0
4681,1,7,13,19,25,133/128,19/16,325/256,175/128,91/64,25/16,13/8,7/4,475/256,247/128,false,false,false,false,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0
4682,3,7,13,19,25,133/128,75/64,39/32,325/256,21/16,175/128,91/64,57/32,475/256,247/128,false,false,false,true,10,0,1,0,1,0,0,1,0,0,1,0,0,1,0
4684,5,7,13,19,25,65/64,133/128,35/32,325/256,175/128,91/64,95/64,475/256,247/128,125/64,false,false,false,false,10,0,0,1,1,0,0,1,0,0,1,0,0,1,0
4689,1,9,13,19,25,9/8,19/16,325/256,171/128,25/16,13/8,225/128,117/64,475/256,247/128,false,false,false,false,10,1,0,0,0,1,0,1,0,0,1,0,0,1,0
4690,3,9,13,19,25,75/64,39/32,325/256,171/128,27/16,225/128,57/32,117/64,475/256,247/128,false,false,false,false,10,0,1,0,0,1,0,1,0,0,1,0,0,1,0
4692,5,9,13,19,25,65/64,325/256,171/128,45/32,95/64,225/128,117/64,475/256,247/128,125/64,false,false,false,false,10,0,0,1,0,1,0,1,0,0,1,0,0,1,0
4696,7,9,13,19,25,133/128,325/256,171/128,175/128,91/64,225/128,117/64,475/256,247/128,63/32,false,false,false,false,10,0,0,0,1,1,0,1,0,0,1,0,0,1,0
4705,1,11,13,19,25,275/256,143/128,19/16,325/256,11/8,25/16,13/8,209/128,475/256,247/128,false,false,false,false,10,1,0,0,0,0,1,1,0,0,1,0,0,1,0
4706,3,11,13,19,25,33/32,275/256,143/128,75/64,39/32,325/256,209/128,57/32,475/256,247/128,false,false,false,false,10,0,1,0,0,0,1,1,0,0,1,0,0,1,0
4708,5,11,13,19,25,65/64,275/256,143/128,325/256,95/64,209/128,55/32,475/256,247/128,125/64,false,false,false,false,10,0,0,1,0,0,1,1,0,0,1,0,0,1,0
4712,7,11,13,19,25,133/128,275/256,143/128,77/64,325/256,175/128,91/64,209/128,475/256,247/128,false,false,false,false,10,0,0,0,1,0,1,1,0,0,1,0,0,1,0
4720,9,11,13,19,25,275/256,143/128,325/256,171/128,99/64,209/128,225/128,117/64,475/256,247/128,false,false,false,false,10,0,0,0,0,1,1,1,0,0,1,0,0,1,0
4739,1,3,15,19,25,285/256,75/64,19/16,45/32,375/256,3/2,25/16,57/32,475/256,15/8,false,false,false,false,10,1,1,0,0,0,0,0,1,0,1,0,0,1,0
4741,1,5,15,19,25,285/256,75/64,19/16,5/4,375/256,95/64,25/16,475/256,15/8,125/64,false,false,false,false,10,1,0,1,0,0,0,0,1,0,1,0,0,1,0
4742,3,5,15,19,25,285/256,75/64,45/32,375/256,95/64,57/32,475/256,15/8,125/64,null/null,false,false,false,false,9,0,1,1,0,0,0,0,1,0,1,0,0,1,0
4745,1,7,15,19,25,133/128,285/256,19/16,175/128,375/256,25/16,105/64,7/4,475/256,15/8,false,false,false,false,10,1,0,0,1,0,0,0,1,0,1,0,0,1,0
4746,3,7,15,19,25,133/128,285/256,75/64,21/16,175/128,45/32,375/256,105/64,57/32,475/256,false,false,false,false,10,0,1,0,1,0,0,0,1,0,1,0,0,1,0
4748,5,7,15,19,25,133/128,35/32,285/256,75/64,175/128,375/256,95/64,105/64,475/256,125/64,false,false,false,false,10,0,0,1,1,0,0,0,1,0,1,0,0,1,0
4753,1,9,15,19,25,135/128,285/256,9/8,19/16,171/128,375/256,25/16,225/128,475/256,15/8,false,false,false,false,10,1,0,0,0,1,0,0,1,0,1,0,0,1,0
4754,3,9,15,19,25,135/128,285/256,75/64,171/128,45/32,375/256,27/16,225/128,57/32,475/256,false,false,false,false,10,0,1,0,0,1,0,0,1,0,1,0,0,1,0
4756,5,9,15,19,25,135/128,285/256,75/64,171/128,45/32,375/256,95/64,225/128,475/256,125/64,false,false,false,false,10,0,0,1,0,1,0,0,1,0,1,0,0,1,0
4760,7,9,15,19,25,133/128,135/128,285/256,171/128,175/128,375/256,105/64,225/128,475/256,63/32,false,false,false,false,10,0,0,0,1,1,0,0,1,0,1,0,0,1,0
4769,1,11,15,19,25,275/256,285/256,19/16,165/128,11/8,375/256,25/16,209/128,475/256,15/8,false,false,false,false,10,1,0,0,0,0,1,0,1,0,1,0,0,1,0
4770,3,11,15,19,25,33/32,275/256,285/256,75/64,165/128,45/32,375/256,209/128,57/32,475/256,false,false,false,false,10,0,1,0,0,0,1,0,1,0,1,0,0,1,0
4772,5,11,15,19,25,275/256,285/256,75/64,165/128,375/256,95/64,209/128,55/32,475/256,125/64,false,false,false,false,10,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4776,7,11,15,19,25,133/128,275/256,285/256,77/64,165/128,175/128,375/256,209/128,105/64,475/256,false,false,false,false,10,0,0,0,1,0,1,0,1,0,1,0,0,1,0
4784,9,11,15,19,25,135/128,275/256,285/256,165/128,171/128,375/256,99/64,209/128,225/128,475/256,false,false,false,false,10,0,0,0,0,1,1,0,1,0,1,0,0,1,0
4801,1,13,15,19,25,285/256,19/16,325/256,375/256,195/128,25/16,13/8,475/256,15/8,247/128,false,false,false,false,10,1,0,0,0,0,0,1,1,0,1,0,0,1,0
4802,3,13,15,19,25,285/256,75/64,39/32,325/256,45/32,375/256,195/128,57/32,475/256,247/128,false,false,false,true,10,0,1,0,0,0,0,1,1,0,1,0,0,1,0
4804,5,13,15,19,25,65/64,285/256,75/64,325/256,375/256,95/64,195/128,475/256,247/128,125/64,false,false,false,false,10,0,0,1,0,0,0,1,1,0,1,0,0,1,0
4808,7,13,15,19,25,133/128,285/256,325/256,175/128,91/64,375/256,195/128,105/64,475/256,247/128,false,false,false,false,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0
4816,9,13,15,19,25,135/128,285/256,325/256,171/128,375/256,195/128,225/128,117/64,475/256,247/128,false,false,false,false,10,0,0,0,0,1,0,1,1,0,1,0,0,1,0
4832,11,13,15,19,25,275/256,285/256,143/128,325/256,165/128,375/256,195/128,209/128,475/256,247/128,false,false,false,false,10,0,0,0,0,0,1,1,1,0,1,0,0,1,0
4867,1,3,17,19,25,17/16,75/64,19/16,323/256,3/2,25/16,51/32,425/256,57/32,475/256,false,false,false,false,10,1,1,0,0,0,0,0,0,1,1,0,0,1,0
4869,1,5,17,19,25,17/16,19/16,5/4,323/256,85/64,95/64,25/16,425/256,475/256,125/64,false,false,false,false,10,1,0,1,0,0,0,0,0,1,1,0,0,1,0
4870,3,5,17,19,25,75/64,323/256,85/64,95/64,51/32,425/256,57/32,475/256,15/8,125/64,false,false,false,false,10,0,1,1,0,0,0,0,0,1,1,0,0,1,0
4873,1,7,17,19,25,133/128,17/16,19/16,323/256,175/128,25/16,425/256,7/4,475/256,119/64,false,false,false,false,10,1,0,0,1,0,0,0,0,1,1,0,0,1,0
4874,3,7,17,19,25,133/128,75/64,323/256,21/16,175/128,51/32,425/256,57/32,475/256,119/64,false,false,false,false,10,0,1,0,1,0,0,0,0,1,1,0,0,1,0
4876,5,7,17,19,25,133/128,35/32,323/256,85/64,175/128,95/64,425/256,475/256,119/64,125/64,false,false,false,false,10,0,0,1,1,0,0,0,0,1,1,0,0,1,0
4881,1,9,17,19,25,17/16,9/8,19/16,153/128,323/256,171/128,25/16,425/256,225/128,475/256,false,false,false,false,10,1,0,0,0,1,0,0,0,1,1,0,0,1,0
4882,3,9,17,19,25,75/64,153/128,323/256,171/128,51/32,425/256,27/16,225/128,57/32,475/256,false,false,false,false,10,0,1,0,0,1,0,0,0,1,1,0,0,1,0
4884,5,9,17,19,25,153/128,323/256,85/64,171/128,45/32,95/64,425/256,225/128,475/256,125/64,false,false,false,false,10,0,0,1,0,1,0,0,0,1,1,0,0,1,0
4888,7,9,17,19,25,133/128,153/128,323/256,171/128,175/128,425/256,225/128,475/256,119/64,63/32,false,false,false,false,10,0,0,0,1,1,0,0,0,1,1,0,0,1,0
4897,1,11,17,19,25,17/16,275/256,19/16,323/256,11/8,187/128,25/16,209/128,425/256,475/256,false,false,false,false,10,1,0,0,0,0,1,0,0,1,1,0,0,1,0
4898,3,11,17,19,25,33/32,275/256,75/64,323/256,187/128,51/32,209/128,425/256,57/32,475/256,false,false,false,false,10,0,1,0,0,0,1,0,0,1,1,0,0,1,0
4900,5,11,17,19,25,275/256,323/256,85/64,187/128,95/64,209/128,425/256,55/32,475/256,125/64,false,false,false,false,10,0,0,1,0,0,1,0,0,1,1,0,0,1,0
4904,7,11,17,19,25,133/128,275/256,77/64,323/256,175/128,187/128,209/128,425/256,475/256,119/64,false,false,false,false,10,0,0,0,1,0,1,0,0,1,1,0,0,1,0
4912,9,11,17,19,25,275/256,153/128,323/256,171/128,187/128,99/64,209/128,425/256,225/128,475/256,false,false,false,true,10,0,0,0,0,1,1,0,0,1,1,0,0,1,0
4929,1,13,17,19,25,17/16,19/16,323/256,325/256,25/16,13/8,425/256,221/128,475/256,247/128,false,false,false,false,10,1,0,0,0,0,0,1,0,1,1,0,0,1,0
4930,3,13,17,19,25,75/64,39/32,323/256,325/256,51/32,425/256,221/128,57/32,475/256,247/128,false,false,false,false,10,0,1,0,0,0,0,1,0,1,1,0,0,1,0
4932,5,13,17,19,25,65/64,323/256,325/256,85/64,95/64,425/256,221/128,475/256,247/128,125/64,false,false,false,false,10,0,0,1,0,0,0,1,0,1,1,0,0,1,0
4936,7,13,17,19,25,133/128,323/256,325/256,175/128,91/64,425/256,221/128,475/256,119/64,247/128,false,false,false,false,10,0,0,0,1,0,0,1,0,1,1,0,0,1,0
4944,9,13,17,19,25,153/128,323/256,325/256,171/128,425/256,221/128,225/128,117/64,475/256,247/128,false,false,false,false,10,0,0,0,0,1,0,1,0,1,1,0,0,1,0
4960,11,13,17,19,25,275/256,143/128,323/256,325/256,187/128,209/128,425/256,221/128,475/256,247/128,false,false,false,false,10,0,0,0,0,0,1,1,0,1,1,0,0,1,0
4993,1,15,17,19,25,17/16,285/256,19/16,323/256,375/256,25/16,425/256,475/256,15/8,255/128,false,false,false,false,10,1,0,0,0,0,0,0,1,1,1,0,0,1,0
4994,3,15,17,19,25,285/256,75/64,323/256,45/32,375/256,51/32,425/256,57/32,475/256,255/128,false,false,false,false,10,0,1,0,0,0,0,0,1,1,1,0,0,1,0
4996,5,15,17,19,25,285/256,75/64,323/256,85/64,375/256,95/64,425/256,475/256,125/64,255/128,false,false,false,false,10,0,0,1,0,0,0,0,1,1,1,0,0,1,0
5000,7,15,17,19,25,133/128,285/256,323/256,175/128,375/256,105/64,425/256,475/256,119/64,255/128,false,false,false,false,10,0,0,0,1,0,0,0,1,1,1,0,0,1,0
5008,9,15,17,19,25,135/128,285/256,153/128,323/256,171/128,375/256,425/256,225/128,475/256,255/128,false,false,false,false,10,0,0,0,0,1,0,0,1,1,1,0,0,1,0
5024,11,15,17,19,25,275/256,285/256,323/256,165/128,187/128,375/256,209/128,425/256,475/256,255/128,false,false,false,false,10,0,0,0,0,0,1,0,1,1,1,0,0,1,0
5056,13,15,17,19,25,285/256,323/256,325/256,375/256,195/128,425/256,221/128,475/256,247/128,255/128,false,false,false,false,10,0,0,0,0,0,0,1,1,1,1,0,0,1,0
5127,1,3,5,21,25,525/512,75/64,5/4,21/16,3/2,25/16,105/64,15/8,125/64,63/32,false,false,false,false,10,1,1,1,0,0,0,0,0,0,0,1,0,1,0
5131,1,3,7,21,25,525/512,147/128,75/64,21/16,175/128,3/2,25/16,7/4,63/32,null/null,false,true,false,false,9,1,1,0,1,0,0,0,0,0,0,1,0,1,0
5133,1,5,7,21,25,525/512,35/32,147/128,5/4,21/16,175/128,25/16,105/64,7/4,125/64,false,false,false,false,10,1,0,1,1,0,0,0,0,0,0,1,0,1,0
5134,3,5,7,21,25,525/512,35/32,147/128,75/64,21/16,175/128,105/64,15/8,125/64,63/32,false,false,false,false,10,0,1,1,1,0,0,0,0,0,0,1,0,1,0
5139,1,3,9,21,25,525/512,9/8,75/64,21/16,189/128,3/2,25/16,27/16,225/128,63/32,false,false,false,false,10,1,1,0,0,1,0,0,0,0,0,1,0,1,0
5141,1,5,9,21,25,525/512,9/8,5/4,21/16,45/32,189/128,25/16,105/64,225/128,125/64,false,false,false,false,10,1,0,1,0,1,0,0,0,0,0,1,0,1,0
5142,3,5,9,21,25,525/512,75/64,45/32,189/128,105/64,27/16,225/128,15/8,125/64,63/32,false,false,false,false,10,0,1,1,0,1,0,0,0,0,0,1,0,1,0
5145,1,7,9,21,25,525/512,9/8,147/128,21/16,175/128,189/128,25/16,7/4,225/128,63/32,false,false,false,false,10,1,0,0,1,1,0,0,0,0,0,1,0,1,0
5146,3,7,9,21,25,525/512,147/128,75/64,21/16,175/128,189/128,27/16,225/128,63/32,null/null,false,false,false,false,9,0,1,0,1,1,0,0,0,0,0,1,0,1,0
5148,5,7,9,21,25,525/512,35/32,147/128,175/128,45/32,189/128,105/64,225/128,125/64,63/32,false,false,false,false,10,0,0,1,1,1,0,0,0,0,0,1,0,1,0
5155,1,3,11,21,25,525/512,33/32,275/256,75/64,21/16,11/8,3/2,25/16,231/128,63/32,false,false,false,false,10,1,1,0,0,0,1,0,0,0,0,1,0,1,0
5157,1,5,11,21,25,525/512,275/256,5/4,21/16,11/8,25/16,105/64,55/32,231/128,125/64,false,false,false,false,10,1,0,1,0,0,1,0,0,0,0,1,0,1,0
5158,3,5,11,21,25,525/512,33/32,275/256,75/64,105/64,55/32,231/128,15/8,125/64,63/32,false,false,false,false,10,0,1,1,0,0,1,0,0,0,0,1,0,1,0
5161,1,7,11,21,25,525/512,275/256,147/128,77/64,21/16,175/128,11/8,25/16,7/4,231/128,false,false,false,false,10,1,0,0,1,0,1,0,0,0,0,1,0,1,0
5162,3,7,11,21,25,525/512,33/32,275/256,147/128,75/64,77/64,21/16,175/128,231/128,63/32,false,false,false,false,10,0,1,0,1,0,1,0,0,0,0,1,0,1,0
5164,5,7,11,21,25,525/512,275/256,35/32,147/128,77/64,175/128,105/64,55/32,231/128,125/64,false,false,false,false,10,0,0,1,1,0,1,0,0,0,0,1,0,1,0
5169,1,9,11,21,25,525/512,275/256,9/8,21/16,11/8,189/128,99/64,25/16,225/128,231/128,false,false,false,false,10,1,0,0,0,1,1,0,0,0,0,1,0,1,0
5170,3,9,11,21,25,525/512,33/32,275/256,75/64,189/128,99/64,27/16,225/128,231/128,63/32,false,false,false,false,10,0,1,0,0,1,1,0,0,0,0,1,0,1,0
5172,5,9,11,21,25,525/512,275/256,45/32,189/128,99/64,105/64,55/32,225/128,231/128,125/64,false,false,false,false,10,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5176,7,9,11,21,25,525/512,275/256,147/128,77/64,175/128,189/128,99/64,225/128,231/128,63/32,false,false,false,false,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0
5187,1,3,13,21,25,525/512,273/256,75/64,39/32,325/256,21/16,3/2,25/16,13/8,63/32,false,false,false,false,10,1,1,0,0,0,0,1,0,0,0,1,0,1,0
5189,1,5,13,21,25,65/64,525/512,273/256,5/4,325/256,21/16,25/16,13/8,105/64,125/64,false,false,false,false,10,1,0,1,0,0,0,1,0,0,0,1,0,1,0
5190,3,5,13,21,25,65/64,525/512,273/256,75/64,39/32,325/256,105/64,15/8,125/64,63/32,false,false,false,false,10,0,1,1,0,0,0,1,0,0,0,1,0,1,0
5193,1,7,13,21,25,525/512,273/256,147/128,325/256,21/16,175/128,91/64,25/16,13/8,7/4,false,false,false,false,10,1,0,0,1,0,0,1,0,0,0,1,0,1,0
5194,3,7,13,21,25,525/512,273/256,147/128,75/64,39/32,325/256,21/16,175/128,91/64,63/32,false,false,false,false,10,0,1,0,1,0,0,1,0,0,0,1,0,1,0
5196,5,7,13,21,25,65/64,525/512,273/256,35/32,147/128,325/256,175/128,91/64,105/64,125/64,false,false,false,false,10,0,0,1,1,0,0,1,0,0,0,1,0,1,0
5201,1,9,13,21,25,525/512,273/256,9/8,325/256,21/16,189/128,25/16,13/8,225/128,117/64,false,false,false,false,10,1,0,0,0,1,0,1,0,0,0,1,0,1,0
5202,3,9,13,21,25,525/512,273/256,75/64,39/32,325/256,189/128,27/16,225/128,117/64,63/32,false,false,false,false,10,0,1,0,0,1,0,1,0,0,0,1,0,1,0
5204,5,9,13,21,25,65/64,525/512,273/256,325/256,45/32,189/128,105/64,225/128,117/64,125/64,false,false,false,false,10,0,0,1,0,1,0,1,0,0,0,1,0,1,0
5208,7,9,13,21,25,525/512,273/256,147/128,325/256,175/128,91/64,189/128,225/128,117/64,63/32,false,false,false,false,10,0,0,0,1,1,0,1,0,0,0,1,0,1,0
5217,1,11,13,21,25,525/512,273/256,275/256,143/128,325/256,21/16,11/8,25/16,13/8,231/128,false,false,false,false,10,1,0,0,0,0,1,1,0,0,0,1,0,1,0
5218,3,11,13,21,25,525/512,33/32,273/256,275/256,143/128,75/64,39/32,325/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,1,0,0,0,1,0,1,0
5220,5,11,13,21,25,65/64,525/512,273/256,275/256,143/128,325/256,105/64,55/32,231/128,125/64,false,false,false,false,10,0,0,1,0,0,1,1,0,0,0,1,0,1,0
5224,7,11,13,21,25,525/512,273/256,275/256,143/128,147/128,77/64,325/256,175/128,91/64,231/128,false,false,false,false,10,0,0,0,1,0,1,1,0,0,0,1,0,1,0
5232,9,11,13,21,25,525/512,273/256,275/256,143/128,325/256,189/128,99/64,225/128,231/128,117/64,false,false,false,false,10,0,0,0,0,1,1,1,0,0,0,1,0,1,0
5251,1,3,15,21,25,525/512,75/64,315/256,21/16,45/32,375/256,3/2,25/16,15/8,63/32,false,false,false,false,10,1,1,0,0,0,0,0,1,0,0,1,0,1,0
5253,1,5,15,21,25,525/512,75/64,315/256,5/4,21/16,375/256,25/16,105/64,15/8,125/64,false,false,false,false,10,1,0,1,0,0,0,0,1,0,0,1,0,1,0
5254,3,5,15,21,25,525/512,75/64,315/256,45/32,375/256,105/64,15/8,125/64,63/32,null/null,false,false,false,false,9,0,1,1,0,0,0,0,1,0,0,1,0,1,0
5257,1,7,15,21,25,525/512,147/128,315/256,21/16,175/128,375/256,25/16,105/64,7/4,15/8,false,false,false,false,10,1,0,0,1,0,0,0,1,0,0,1,0,1,0
5258,3,7,15,21,25,525/512,147/128,75/64,315/256,21/16,175/128,45/32,375/256,105/64,63/32,false,false,false,false,10,0,1,0,1,0,0,0,1,0,0,1,0,1,0
5260,5,7,15,21,25,525/512,35/32,147/128,75/64,315/256,175/128,375/256,105/64,125/64,null/null,false,false,false,false,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0
5265,1,9,15,21,25,525/512,135/128,9/8,315/256,21/16,375/256,189/128,25/16,225/128,15/8,false,false,false,false,10,1,0,0,0,1,0,0,1,0,0,1,0,1,0
5266,3,9,15,21,25,525/512,135/128,75/64,315/256,45/32,375/256,189/128,27/16,225/128,63/32,false,false,false,false,10,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5268,5,9,15,21,25,525/512,135/128,75/64,315/256,45/32,375/256,189/128,105/64,225/128,125/64,false,false,false,false,10,0,0,1,0,1,0,0,1,0,0,1,0,1,0
5272,7,9,15,21,25,525/512,135/128,147/128,315/256,175/128,375/256,189/128,105/64,225/128,63/32,false,false,false,false,10,0,0,0,1,1,0,0,1,0,0,1,0,1,0
5281,1,11,15,21,25,525/512,275/256,315/256,165/128,21/16,11/8,375/256,25/16,231/128,15/8,false,false,false,false,10,1,0,0,0,0,1,0,1,0,0,1,0,1,0
5282,3,11,15,21,25,525/512,33/32,275/256,75/64,315/256,165/128,45/32,375/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,1,0,0,1,0,1,0
5284,5,11,15,21,25,525/512,275/256,75/64,315/256,165/128,375/256,105/64,55/32,231/128,125/64,false,false,false,false,10,0,0,1,0,0,1,0,1,0,0,1,0,1,0
5288,7,11,15,21,25,525/512,275/256,147/128,77/64,315/256,165/128,175/128,375/256,105/64,231/128,false,false,false,false,10,0,0,0,1,0,1,0,1,0,0,1,0,1,0
5296,9,11,15,21,25,525/512,135/128,275/256,315/256,165/128,375/256,189/128,99/64,225/128,231/128,false,false,false,false,10,0,0,0,0,1,1,0,1,0,0,1,0,1,0
5313,1,13,15,21,25,525/512,273/256,315/256,325/256,21/16,375/256,195/128,25/16,13/8,15/8,false,false,false,false,10,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5314,3,13,15,21,25,525/512,273/256,75/64,39/32,315/256,325/256,45/32,375/256,195/128,63/32,false,false,false,false,10,0,1,0,0,0,0,1,1,0,0,1,0,1,0
5316,5,13,15,21,25,65/64,525/512,273/256,75/64,315/256,325/256,375/256,195/128,105/64,125/64,false,false,false,false,10,0,0,1,0,0,0,1,1,0,0,1,0,1,0
5320,7,13,15,21,25,525/512,273/256,147/128,315/256,325/256,175/128,91/64,375/256,195/128,105/64,false,false,false,false,10,0,0,0,1,0,0,1,1,0,0,1,0,1,0
5328,9,13,15,21,25,525/512,135/128,273/256,315/256,325/256,375/256,189/128,195/128,225/128,117/64,false,false,false,false,10,0,0,0,0,1,0,1,1,0,0,1,0,1,0
5344,11,13,15,21,25,525/512,273/256,275/256,143/128,315/256,325/256,165/128,375/256,195/128,231/128,false,false,false,false,10,0,0,0,0,0,1,1,1,0,0,1,0,1,0
5379,1,3,17,21,25,525/512,17/16,75/64,21/16,357/256,3/2,25/16,51/32,425/256,63/32,false,false,false,false,10,1,1,0,0,0,0,0,0,1,0,1,0,1,0
5381,1,5,17,21,25,525/512,17/16,5/4,21/16,85/64,357/256,25/16,105/64,425/256,125/64,false,false,false,false,10,1,0,1,0,0,0,0,0,1,0,1,0,1,0
5382,3,5,17,21,25,525/512,75/64,85/64,357/256,51/32,105/64,425/256,15/8,125/64,63/32,false,false,false,false,10,0,1,1,0,0,0,0,0,1,0,1,0,1,0
5385,1,7,17,21,25,525/512,17/16,147/128,21/16,175/128,357/256,25/16,425/256,7/4,119/64,false,false,false,false,10,1,0,0,1,0,0,0,0,1,0,1,0,1,0
5386,3,7,17,21,25,525/512,147/128,75/64,21/16,175/128,357/256,51/32,425/256,119/64,63/32,false,false,false,false,10,0,1,0,1,0,0,0,0,1,0,1,0,1,0
5388,5,7,17,21,25,525/512,35/32,147/128,85/64,175/128,357/256,105/64,425/256,119/64,125/64,false,false,false,false,10,0,0,1,1,0,0,0,0,1,0,1,0,1,0
5393,1,9,17,21,25,525/512,17/16,9/8,153/128,21/16,357/256,189/128,25/16,425/256,225/128,false,false,false,false,10,1,0,0,0,1,0,0,0,1,0,1,0,1,0
5394,3,9,17,21,25,525/512,75/64,153/128,357/256,189/128,51/32,425/256,27/16,225/128,63/32,false,false,false,false,10,0,1,0,0,1,0,0,0,1,0,1,0,1,0
5396,5,9,17,21,25,525/512,153/128,85/64,357/256,45/32,189/128,105/64,425/256,225/128,125/64,false,false,false,false,10,0,0,1,0,1,0,0,0,1,0,1,0,1,0
5400,7,9,17,21,25,525/512,147/128,153/128,175/128,357/256,189/128,425/256,225/128,119/64,63/32,false,false,false,false,10,0,0,0,1,1,0,0,0,1,0,1,0,1,0
5409,1,11,17,21,25,525/512,17/16,275/256,21/16,11/8,357/256,187/128,25/16,425/256,231/128,false,false,false,false,10,1,0,0,0,0,1,0,0,1,0,1,0,1,0
5410,3,11,17,21,25,525/512,33/32,275/256,75/64,357/256,187/128,51/32,425/256,231/128,63/32,false,false,false,false,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0
5412,5,11,17,21,25,525/512,275/256,85/64,357/256,187/128,105/64,425/256,55/32,231/128,125/64,false,false,false,false,10,0,0,1,0,0,1,0,0,1,0,1,0,1,0
5416,7,11,17,21,25,525/512,275/256,147/128,77/64,175/128,357/256,187/128,425/256,231/128,119/64,false,false,false,false,10,0,0,0,1,0,1,0,0,1,0,1,0,1,0
5424,9,11,17,21,25,525/512,275/256,153/128,357/256,187/128,189/128,99/64,425/256,225/128,231/128,false,false,false,false,10,0,0,0,0,1,1,0,0,1,0,1,0,1,0
5441,1,13,17,21,25,525/512,17/16,273/256,325/256,21/16,357/256,25/16,13/8,425/256,221/128,false,false,false,false,10,1,0,0,0,0,0,1,0,1,0,1,0,1,0
5442,3,13,17,21,25,525/512,273/256,75/64,39/32,325/256,357/256,51/32,425/256,221/128,63/32,false,false,false,false,10,0,1,0,0,0,0,1,0,1,0,1,0,1,0
5444,5,13,17,21,25,65/64,525/512,273/256,325/256,85/64,357/256,105/64,425/256,221/128,125/64,false,false,false,false,10,0,0,1,0,0,0,1,0,1,0,1,0,1,0
5448,7,13,17,21,25,525/512,273/256,147/128,325/256,175/128,357/256,91/64,425/256,221/128,119/64,false,false,false,false,10,0,0,0,1,0,0,1,0,1,0,1,0,1,0
5456,9,13,17,21,25,525/512,273/256,153/128,325/256,357/256,189/128,425/256,221/128,225/128,117/64,false,false,false,false,10,0,0,0,0,1,0,1,0,1,0,1,0,1,0
5472,11,13,17,21,25,525/512,273/256,275/256,143/128,325/256,357/256,187/128,425/256,221/128,231/128,false,false,false,false,10,0,0,0,0,0,1,1,0,1,0,1,0,1,0
