id, name1, name2, name3, name4, note1, note2, note3, note4, note5, note 6, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
736,11,13,15,19,285/256,143/128,165/128,195/128,209/128,247/128,false,true,false,false,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0
771,1,3,17,19,17/16,19/16,323/256,3/2,51/32,57/32,false,true,false,true,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0
773,1,5,17,19,17/16,19/16,5/4,323/256,85/64,95/64,false,true,false,false,6,1,0,1,0,0,0,0,0,1,1,0,0,0,0
774,3,5,17,19,323/256,85/64,95/64,51/32,57/32,15/8,false,true,false,true,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0
777,1,7,17,19,133/128,17/16,19/16,323/256,7/4,119/64,false,true,false,false,6,1,0,0,1,0,0,0,0,1,1,0,0,0,0
778,3,7,17,19,133/128,323/256,21/16,51/32,57/32,119/64,false,true,false,false,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0
780,5,7,17,19,133/128,35/32,323/256,85/64,95/64,119/64,false,true,false,false,6,0,0,1,1,0,0,0,0,1,1,0,0,0,0
785,1,9,17,19,17/16,9/8,19/16,153/128,323/256,171/128,false,true,false,false,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0
786,3,9,17,19,153/128,323/256,171/128,51/32,27/16,57/32,false,true,false,true,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0
788,5,9,17,19,153/128,323/256,85/64,171/128,45/32,95/64,false,true,false,true,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0
792,7,9,17,19,133/128,153/128,323/256,171/128,119/64,63/32,false,true,false,false,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0
801,1,11,17,19,17/16,19/16,323/256,11/8,187/128,209/128,false,true,false,true,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0
802,3,11,17,19,33/32,323/256,187/128,51/32,209/128,57/32,false,true,false,false,6,0,1,0,0,0,1,0,0,1,1,0,0,0,0
804,5,11,17,19,323/256,85/64,187/128,95/64,209/128,55/32,false,true,false,true,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0
808,7,11,17,19,133/128,77/64,323/256,187/128,209/128,119/64,true,true,false,false,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0
816,9,11,17,19,153/128,323/256,171/128,187/128,99/64,209/128,false,true,false,true,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0
833,1,13,17,19,17/16,19/16,323/256,13/8,221/128,247/128,false,true,false,true,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0
834,3,13,17,19,39/32,323/256,51/32,221/128,57/32,247/128,false,true,false,false,6,0,1,0,0,0,0,1,0,1,1,0,0,0,0
836,5,13,17,19,65/64,323/256,85/64,95/64,221/128,247/128,false,true,false,false,6,0,0,1,0,0,0,1,0,1,1,0,0,0,0
840,7,13,17,19,133/128,323/256,91/64,221/128,119/64,247/128,false,true,false,false,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0
848,9,13,17,19,153/128,323/256,171/128,221/128,117/64,247/128,false,true,false,true,6,0,0,0,0,1,0,1,0,1,1,0,0,0,0
864,11,13,17,19,143/128,323/256,187/128,209/128,221/128,247/128,true,true,false,false,6,0,0,0,0,0,1,1,0,1,1,0,0,0,0
897,1,15,17,19,17/16,285/256,19/16,323/256,15/8,255/128,false,true,false,false,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0
898,3,15,17,19,285/256,323/256,45/32,51/32,57/32,255/128,true,true,false,false,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0
900,5,15,17,19,285/256,75/64,323/256,85/64,95/64,255/128,false,true,false,false,6,0,0,1,0,0,0,0,1,1,1,0,0,0,0
904,7,15,17,19,133/128,285/256,323/256,105/64,119/64,255/128,false,true,false,true,6,0,0,0,1,0,0,0,1,1,1,0,0,0,0
912,9,15,17,19,135/128,285/256,153/128,323/256,171/128,255/128,false,true,false,false,6,0,0,0,0,1,0,0,1,1,1,0,0,0,0
928,11,15,17,19,285/256,323/256,165/128,187/128,209/128,255/128,false,true,false,false,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0
960,13,15,17,19,285/256,323/256,195/128,221/128,247/128,255/128,false,true,false,false,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1031,1,3,5,21,5/4,21/16,3/2,105/64,15/8,63/32,false,true,false,false,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1035,1,3,7,21,147/128,21/16,3/2,7/4,63/32,null/null,true,true,false,false,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1037,1,5,7,21,35/32,147/128,5/4,21/16,105/64,7/4,false,true,false,false,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1038,3,5,7,21,35/32,147/128,21/16,105/64,15/8,63/32,false,true,false,true,6,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1043,1,3,9,21,9/8,21/16,189/128,3/2,27/16,63/32,false,false,false,true,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1045,1,5,9,21,9/8,5/4,21/16,45/32,189/128,105/64,false,true,false,false,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1046,3,5,9,21,45/32,189/128,105/64,27/16,15/8,63/32,false,true,false,true,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1049,1,7,9,21,9/8,147/128,21/16,189/128,7/4,63/32,false,false,false,false,6,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1050,3,7,9,21,147/128,21/16,189/128,27/16,63/32,null/null,true,true,true,false,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1052,5,7,9,21,35/32,147/128,45/32,189/128,105/64,63/32,false,true,false,false,6,0,0,1,1,1,0,0,0,0,0,1,0,0,0
1059,1,3,11,21,33/32,21/16,11/8,3/2,231/128,63/32,false,true,false,false,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1061,1,5,11,21,5/4,21/16,11/8,105/64,55/32,231/128,false,true,false,false,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1062,3,5,11,21,33/32,105/64,55/32,231/128,15/8,63/32,false,true,false,false,6,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1065,1,7,11,21,147/128,77/64,21/16,11/8,7/4,231/128,false,true,false,false,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1066,3,7,11,21,33/32,147/128,77/64,21/16,231/128,63/32,false,true,false,false,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1068,5,7,11,21,35/32,147/128,77/64,105/64,55/32,231/128,false,true,false,true,6,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1073,1,9,11,21,9/8,21/16,11/8,189/128,99/64,231/128,false,true,false,false,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1074,3,9,11,21,33/32,189/128,99/64,27/16,231/128,63/32,false,true,false,false,6,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1076,5,9,11,21,45/32,189/128,99/64,105/64,55/32,231/128,false,true,false,true,6,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1080,7,9,11,21,147/128,77/64,189/128,99/64,231/128,63/32,false,true,false,false,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1091,1,3,13,21,273/256,39/32,21/16,3/2,13/8,63/32,true,true,false,false,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1093,1,5,13,21,65/64,273/256,5/4,21/16,13/8,105/64,false,true,false,false,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1094,3,5,13,21,65/64,273/256,39/32,105/64,15/8,63/32,false,true,false,true,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1097,1,7,13,21,273/256,147/128,21/16,91/64,13/8,7/4,true,true,true,true,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1098,3,7,13,21,273/256,147/128,39/32,21/16,91/64,63/32,false,true,false,false,6,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1100,5,7,13,21,65/64,273/256,35/32,147/128,91/64,105/64,false,true,false,false,6,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1105,1,9,13,21,273/256,9/8,21/16,189/128,13/8,117/64,true,true,false,false,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1106,3,9,13,21,273/256,39/32,189/128,27/16,117/64,63/32,false,true,false,false,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1108,5,9,13,21,65/64,273/256,45/32,189/128,105/64,117/64,false,true,false,false,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1112,7,9,13,21,273/256,147/128,91/64,189/128,117/64,63/32,false,true,false,true,6,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1121,1,11,13,21,273/256,143/128,21/16,11/8,13/8,231/128,false,true,false,false,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1122,3,11,13,21,33/32,273/256,143/128,39/32,231/128,63/32,false,true,false,false,6,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1124,5,11,13,21,65/64,273/256,143/128,105/64,55/32,231/128,false,true,false,true,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1128,7,11,13,21,273/256,143/128,147/128,77/64,91/64,231/128,false,true,false,false,6,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1136,9,11,13,21,273/256,143/128,189/128,99/64,231/128,117/64,false,true,false,false,6,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1155,1,3,15,21,315/256,21/16,45/32,3/2,15/8,63/32,false,true,false,false,6,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1157,1,5,15,21,75/64,315/256,5/4,21/16,105/64,15/8,false,true,false,false,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1158,3,5,15,21,75/64,315/256,45/32,105/64,15/8,63/32,false,true,false,true,6,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1161,1,7,15,21,147/128,315/256,21/16,105/64,7/4,15/8,false,true,false,true,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1162,3,7,15,21,147/128,315/256,21/16,45/32,105/64,63/32,false,true,false,false,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1164,5,7,15,21,35/32,147/128,75/64,315/256,105/64,null/null,false,true,false,false,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1169,1,9,15,21,135/128,9/8,315/256,21/16,189/128,15/8,false,true,false,false,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1170,3,9,15,21,135/128,315/256,45/32,189/128,27/16,63/32,true,true,false,true,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1172,5,9,15,21,135/128,75/64,315/256,45/32,189/128,105/64,false,true,false,true,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1176,7,9,15,21,135/128,147/128,315/256,189/128,105/64,63/32,false,true,false,false,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1185,1,11,15,21,315/256,165/128,21/16,11/8,231/128,15/8,false,true,false,false,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1186,3,11,15,21,33/32,315/256,165/128,45/32,231/128,63/32,false,true,false,false,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1188,5,11,15,21,75/64,315/256,165/128,105/64,55/32,231/128,false,true,false,true,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1192,7,11,15,21,147/128,77/64,315/256,165/128,105/64,231/128,false,true,false,false,6,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1200,9,11,15,21,135/128,315/256,165/128,189/128,99/64,231/128,false,true,false,true,6,0,0,0,0,1,1,0,1,0,0,1,0,0,0
1217,1,13,15,21,273/256,315/256,21/16,195/128,13/8,15/8,true,true,false,true,6,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1218,3,13,15,21,273/256,39/32,315/256,45/32,195/128,63/32,false,true,false,false,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1220,5,13,15,21,65/64,273/256,75/64,315/256,195/128,105/64,false,true,false,false,6,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1224,7,13,15,21,273/256,147/128,315/256,91/64,195/128,105/64,false,true,false,true,6,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1232,9,13,15,21,135/128,273/256,315/256,189/128,195/128,117/64,false,true,false,false,6,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1248,11,13,15,21,273/256,143/128,315/256,165/128,195/128,231/128,false,true,false,false,6,0,0,0,0,0,1,1,1,0,0,1,0,0,0
1283,1,3,17,21,17/16,21/16,357/256,3/2,51/32,63/32,false,true,false,true,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1285,1,5,17,21,17/16,5/4,21/16,85/64,357/256,105/64,false,true,false,false,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1286,3,5,17,21,85/64,357/256,51/32,105/64,15/8,63/32,false,true,false,true,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0
1289,1,7,17,21,17/16,147/128,21/16,357/256,7/4,119/64,false,true,false,false,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1290,3,7,17,21,147/128,21/16,357/256,51/32,119/64,63/32,true,true,false,false,6,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1292,5,7,17,21,35/32,147/128,85/64,357/256,105/64,119/64,false,true,false,false,6,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1297,1,9,17,21,17/16,9/8,153/128,21/16,357/256,189/128,false,true,false,true,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1298,3,9,17,21,153/128,357/256,189/128,51/32,27/16,63/32,false,true,false,true,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1300,5,9,17,21,153/128,85/64,357/256,45/32,189/128,105/64,false,true,false,true,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1304,7,9,17,21,147/128,153/128,357/256,189/128,119/64,63/32,false,true,false,false,6,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1313,1,11,17,21,17/16,21/16,11/8,357/256,187/128,231/128,false,true,false,false,6,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1314,3,11,17,21,33/32,357/256,187/128,51/32,231/128,63/32,false,true,false,false,6,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1316,5,11,17,21,85/64,357/256,187/128,105/64,55/32,231/128,false,true,false,true,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1320,7,11,17,21,147/128,77/64,357/256,187/128,231/128,119/64,false,true,false,false,6,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1328,9,11,17,21,153/128,357/256,187/128,189/128,99/64,231/128,false,true,false,true,6,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1345,1,13,17,21,17/16,273/256,21/16,357/256,13/8,221/128,true,true,false,false,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1346,3,13,17,21,273/256,39/32,357/256,51/32,221/128,63/32,true,true,false,false,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1348,5,13,17,21,65/64,273/256,85/64,357/256,105/64,221/128,false,true,false,false,6,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1352,7,13,17,21,273/256,147/128,357/256,91/64,221/128,119/64,true,true,false,true,6,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1360,9,13,17,21,273/256,153/128,357/256,189/128,221/128,117/64,true,true,false,false,6,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1376,11,13,17,21,273/256,143/128,357/256,187/128,221/128,231/128,false,true,false,false,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1409,1,15,17,21,17/16,315/256,21/16,357/256,15/8,255/128,false,true,false,false,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1410,3,15,17,21,315/256,357/256,45/32,51/32,63/32,255/128,false,true,false,false,6,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1412,5,15,17,21,75/64,315/256,85/64,357/256,105/64,255/128,false,true,false,false,6,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1416,7,15,17,21,147/128,315/256,357/256,105/64,119/64,255/128,false,true,false,true,6,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1424,9,15,17,21,135/128,153/128,315/256,357/256,189/128,255/128,false,true,false,false,6,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1440,11,15,17,21,315/256,165/128,357/256,187/128,231/128,255/128,false,true,false,false,6,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1472,13,15,17,21,273/256,315/256,357/256,195/128,221/128,255/128,true,true,false,true,6,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1539,1,3,19,21,19/16,21/16,3/2,399/256,57/32,63/32,false,true,false,false,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1541,1,5,19,21,19/16,5/4,21/16,95/64,399/256,105/64,false,true,false,false,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1542,3,5,19,21,95/64,399/256,105/64,57/32,15/8,63/32,false,true,false,true,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1545,1,7,19,21,133/128,147/128,19/16,21/16,399/256,7/4,false,true,false,false,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1546,3,7,19,21,133/128,147/128,21/16,399/256,57/32,63/32,false,true,false,true,6,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1548,5,7,19,21,133/128,35/32,147/128,95/64,399/256,105/64,false,true,false,true,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1553,1,9,19,21,9/8,19/16,21/16,171/128,189/128,399/256,false,true,false,false,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1554,3,9,19,21,171/128,189/128,399/256,27/16,57/32,63/32,false,true,false,true,6,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1556,5,9,19,21,171/128,45/32,189/128,95/64,399/256,105/64,false,true,false,true,6,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1560,7,9,19,21,133/128,147/128,171/128,189/128,399/256,63/32,false,true,false,false,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1569,1,11,19,21,19/16,21/16,11/8,399/256,209/128,231/128,false,true,false,false,6,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1570,3,11,19,21,33/32,399/256,209/128,57/32,231/128,63/32,false,true,false,false,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1572,5,11,19,21,95/64,399/256,209/128,105/64,55/32,231/128,false,true,false,true,6,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1576,7,11,19,21,133/128,147/128,77/64,399/256,209/128,231/128,false,true,false,true,6,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1584,9,11,19,21,171/128,189/128,99/64,399/256,209/128,231/128,false,true,false,true,6,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1601,1,13,19,21,273/256,19/16,21/16,399/256,13/8,247/128,true,true,false,false,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1602,3,13,19,21,273/256,39/32,399/256,57/32,247/128,63/32,false,true,false,false,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1604,5,13,19,21,65/64,273/256,95/64,399/256,105/64,247/128,false,true,false,false,6,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1608,7,13,19,21,133/128,273/256,147/128,91/64,399/256,247/128,false,true,false,false,6,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1616,9,13,19,21,273/256,171/128,189/128,399/256,117/64,247/128,false,true,false,false,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1632,11,13,19,21,273/256,143/128,399/256,209/128,231/128,247/128,false,true,false,false,6,0,0,0,0,0,1,1,0,0,1,1,0,0,0
1665,1,15,19,21,285/256,19/16,315/256,21/16,399/256,15/8,false,true,false,false,6,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1666,3,15,19,21,285/256,315/256,45/32,399/256,57/32,63/32,true,true,false,true,6,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1668,5,15,19,21,285/256,75/64,315/256,95/64,399/256,105/64,false,true,false,true,6,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1672,7,15,19,21,133/128,285/256,147/128,315/256,399/256,105/64,false,true,false,false,6,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1680,9,15,19,21,135/128,285/256,315/256,171/128,189/128,399/256,false,true,false,true,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0
1696,11,15,19,21,285/256,315/256,165/128,399/256,209/128,231/128,false,true,false,true,6,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1728,13,15,19,21,273/256,285/256,315/256,195/128,399/256,247/128,false,true,false,false,6,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1793,1,17,19,21,17/16,19/16,323/256,21/16,357/256,399/256,false,true,false,true,6,1,0,0,0,0,0,0,0,1,1,1,0,0,0
1794,3,17,19,21,323/256,357/256,399/256,51/32,57/32,63/32,false,true,false,true,6,0,1,0,0,0,0,0,0,1,1,1,0,0,0
1796,5,17,19,21,323/256,85/64,357/256,95/64,399/256,105/64,false,true,false,true,6,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1800,7,17,19,21,133/128,147/128,323/256,357/256,399/256,119/64,true,true,false,false,6,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1808,9,17,19,21,153/128,323/256,171/128,357/256,189/128,399/256,false,true,false,true,6,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1824,11,17,19,21,323/256,357/256,187/128,399/256,209/128,231/128,false,true,false,true,6,0,0,0,0,0,1,0,0,1,1,1,0,0,0
1856,13,17,19,21,273/256,323/256,357/256,399/256,221/128,247/128,true,true,false,false,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0
1920,15,17,19,21,285/256,315/256,323/256,357/256,399/256,255/128,false,true,false,false,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2055,1,3,5,23,69/64,5/4,23/16,3/2,115/64,15/8,false,true,false,false,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2059,1,3,7,23,69/64,161/128,21/16,23/16,3/2,7/4,false,true,false,false,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2061,1,5,7,23,35/32,5/4,161/128,23/16,7/4,115/64,false,true,false,false,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0
2062,3,5,7,23,69/64,35/32,161/128,21/16,115/64,15/8,false,true,false,false,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0
2067,1,3,9,23,69/64,9/8,23/16,3/2,207/128,27/16,false,true,false,false,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2069,1,5,9,23,9/8,5/4,45/32,23/16,207/128,115/64,false,true,true,true,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2070,3,5,9,23,69/64,45/32,207/128,27/16,115/64,15/8,false,true,false,false,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2073,1,7,9,23,9/8,161/128,23/16,207/128,7/4,63/32,true,true,false,false,6,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2074,3,7,9,23,69/64,161/128,21/16,207/128,27/16,63/32,false,true,false,true,6,0,1,0,1,1,0,0,0,0,0,0,1,0,0
2076,5,7,9,23,35/32,161/128,45/32,207/128,115/64,63/32,true,true,false,false,6,0,0,1,1,1,0,0,0,0,0,0,1,0,0
2083,1,3,11,23,33/32,69/64,11/8,23/16,3/2,253/128,false,true,false,false,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2085,1,5,11,23,5/4,11/8,23/16,55/32,115/64,253/128,false,true,false,false,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2086,3,5,11,23,33/32,69/64,55/32,115/64,15/8,253/128,false,true,false,false,6,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2089,1,7,11,23,77/64,161/128,11/8,23/16,7/4,253/128,false,true,false,false,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2090,3,7,11,23,33/32,69/64,77/64,161/128,21/16,253/128,false,true,false,false,6,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2092,5,7,11,23,35/32,77/64,161/128,55/32,115/64,253/128,false,true,false,true,6,0,0,1,1,0,1,0,0,0,0,0,1,0,0
2097,1,9,11,23,9/8,11/8,23/16,99/64,207/128,253/128,false,true,false,false,6,1,0,0,0,1,1,0,0,0,0,0,1,0,0
2098,3,9,11,23,33/32,69/64,99/64,207/128,27/16,253/128,false,true,false,false,6,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2100,5,9,11,23,45/32,99/64,207/128,55/32,115/64,253/128,false,true,false,true,6,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2104,7,9,11,23,77/64,161/128,99/64,207/128,63/32,253/128,false,true,false,false,6,0,0,0,1,1,1,0,0,0,0,0,1,0,0
2115,1,3,13,23,69/64,299/256,39/32,23/16,3/2,13/8,false,true,false,false,6,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2117,1,5,13,23,65/64,299/256,5/4,23/16,13/8,115/64,true,true,false,false,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2118,3,5,13,23,65/64,69/64,299/256,39/32,115/64,15/8,false,true,false,false,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2121,1,7,13,23,299/256,161/128,91/64,23/16,13/8,7/4,false,true,false,false,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2122,3,7,13,23,69/64,299/256,39/32,161/128,21/16,91/64,false,true,false,true,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2124,5,7,13,23,65/64,35/32,299/256,161/128,91/64,115/64,false,true,false,false,6,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2129,1,9,13,23,9/8,299/256,23/16,207/128,13/8,117/64,false,true,false,false,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2130,3,9,13,23,69/64,299/256,39/32,207/128,27/16,117/64,false,true,false,true,6,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2132,5,9,13,23,65/64,299/256,45/32,207/128,115/64,117/64,false,true,false,false,6,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2136,7,9,13,23,299/256,161/128,91/64,207/128,117/64,63/32,true,true,false,true,6,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2145,1,11,13,23,143/128,299/256,11/8,23/16,13/8,253/128,false,true,false,false,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2146,3,11,13,23,33/32,69/64,143/128,299/256,39/32,253/128,false,true,false,false,6,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2148,5,11,13,23,65/64,143/128,299/256,55/32,115/64,253/128,false,true,false,true,6,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2152,7,11,13,23,143/128,299/256,77/64,161/128,91/64,253/128,false,true,false,false,6,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2160,9,11,13,23,143/128,299/256,99/64,207/128,117/64,253/128,false,true,false,false,6,0,0,0,0,1,1,1,0,0,0,0,1,0,0
2179,1,3,15,23,69/64,345/256,45/32,23/16,3/2,15/8,false,true,false,false,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2181,1,5,15,23,75/64,5/4,345/256,23/16,115/64,15/8,false,true,false,false,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2182,3,5,15,23,69/64,75/64,345/256,45/32,115/64,15/8,false,true,false,false,6,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2185,1,7,15,23,161/128,345/256,23/16,105/64,7/4,15/8,false,true,false,true,6,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2186,3,7,15,23,69/64,161/128,21/16,345/256,45/32,105/64,false,true,false,true,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2188,5,7,15,23,35/32,75/64,161/128,345/256,105/64,115/64,false,true,false,false,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0
