id, name1, name2, name3, name4, name5, name6, note1, note2, note3, note4, note5, note 6, note7, note8, note9, note10, note11, note12, note13, note14, note15, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
8554,3,7,11,13,17,27,33/32,143/128,297/256,77/64,39/32,81/64,21/16,351/256,91/64,187/128,189/128,51/32,221/128,459/256,119/64,false,false,false,false,15,0,1,0,1,0,1,1,0,1,0,0,0,0,1
8556,5,7,11,13,17,27,65/64,135/128,35/32,143/128,297/256,77/64,85/64,351/256,91/64,187/128,189/128,55/32,221/128,459/256,119/64,false,false,false,false,15,0,0,1,1,0,1,1,0,1,0,0,0,0,1
8561,1,9,11,13,17,27,17/16,143/128,9/8,297/256,153/128,351/256,11/8,187/128,99/64,13/8,27/16,221/128,459/256,117/64,243/128,false,false,false,false,15,1,0,0,0,1,1,1,0,1,0,0,0,0,1
8562,3,9,11,13,17,27,33/32,143/128,297/256,153/128,39/32,81/64,351/256,187/128,99/64,51/32,27/16,221/128,459/256,117/64,243/128,false,false,false,false,15,0,1,0,0,1,1,1,0,1,0,0,0,0,1
8564,5,9,11,13,17,27,65/64,135/128,143/128,297/256,153/128,85/64,351/256,45/32,187/128,99/64,55/32,221/128,459/256,117/64,243/128,false,false,false,false,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1
8568,7,9,11,13,17,27,143/128,297/256,153/128,77/64,351/256,91/64,187/128,189/128,99/64,221/128,459/256,117/64,119/64,243/128,63/32,false,false,false,false,15,0,0,0,1,1,1,1,0,1,0,0,0,0,1
8583,1,3,5,15,17,27,135/128,17/16,75/64,5/4,81/64,85/64,45/32,3/2,405/256,51/32,27/16,459/256,15/8,255/128,null/null,false,false,false,false,14,1,1,1,0,0,0,0,1,1,0,0,0,0,1
8587,1,3,7,15,17,27,17/16,81/64,21/16,45/32,189/128,3/2,405/256,51/32,105/64,27/16,7/4,459/256,119/64,15/8,255/128,false,false,false,false,15,1,1,0,1,0,0,0,1,1,0,0,0,0,1
8589,1,5,7,15,17,27,135/128,17/16,35/32,75/64,5/4,85/64,189/128,405/256,105/64,27/16,7/4,459/256,119/64,15/8,255/128,false,false,false,false,15,1,0,1,1,0,0,0,1,1,0,0,0,0,1
8590,3,5,7,15,17,27,135/128,35/32,75/64,81/64,21/16,85/64,45/32,189/128,405/256,51/32,105/64,459/256,119/64,15/8,255/128,false,false,false,false,15,0,1,1,1,0,0,0,1,1,0,0,0,0,1
8595,1,3,9,15,17,27,135/128,17/16,9/8,153/128,81/64,45/32,3/2,405/256,51/32,27/16,459/256,15/8,243/128,255/128,null/null,false,false,false,false,14,1,1,0,0,1,0,0,1,1,0,0,0,0,1
8597,1,5,9,15,17,27,135/128,17/16,9/8,75/64,153/128,5/4,85/64,45/32,405/256,27/16,459/256,15/8,243/128,255/128,null/null,false,false,false,false,14,1,0,1,0,1,0,0,1,1,0,0,0,0,1
8598,3,5,9,15,17,27,135/128,75/64,153/128,81/64,85/64,45/32,405/256,51/32,27/16,459/256,15/8,243/128,255/128,null/null,null/null,false,false,false,false,13,0,1,1,0,1,0,0,1,1,0,0,0,0,1
8601,1,7,9,15,17,27,135/128,17/16,9/8,153/128,189/128,405/256,105/64,27/16,7/4,459/256,119/64,15/8,243/128,63/32,255/128,false,false,false,false,15,1,0,0,1,1,0,0,1,1,0,0,0,0,1
8602,3,7,9,15,17,27,135/128,153/128,81/64,21/16,45/32,189/128,405/256,51/32,105/64,27/16,459/256,119/64,243/128,63/32,255/128,false,false,false,false,15,0,1,0,1,1,0,0,1,1,0,0,0,0,1
8604,5,7,9,15,17,27,135/128,35/32,75/64,153/128,85/64,45/32,189/128,405/256,105/64,459/256,119/64,243/128,63/32,255/128,null/null,false,false,false,false,14,0,0,1,1,1,0,0,1,1,0,0,0,0,1
8611,1,3,11,15,17,27,33/32,17/16,297/256,81/64,165/128,11/8,45/32,187/128,3/2,405/256,51/32,27/16,459/256,15/8,255/128,false,false,false,false,15,1,1,0,0,0,1,0,1,1,0,0,0,0,1
8613,1,5,11,15,17,27,135/128,17/16,297/256,75/64,5/4,165/128,85/64,11/8,187/128,405/256,27/16,55/32,459/256,15/8,255/128,false,false,false,false,15,1,0,1,0,0,1,0,1,1,0,0,0,0,1
8614,3,5,11,15,17,27,33/32,135/128,297/256,75/64,81/64,165/128,85/64,45/32,187/128,405/256,51/32,55/32,459/256,15/8,255/128,false,false,false,false,15,0,1,1,0,0,1,0,1,1,0,0,0,0,1
8617,1,7,11,15,17,27,17/16,297/256,77/64,165/128,11/8,187/128,189/128,405/256,105/64,27/16,7/4,459/256,119/64,15/8,255/128,false,false,false,false,15,1,0,0,1,0,1,0,1,1,0,0,0,0,1
8618,3,7,11,15,17,27,33/32,297/256,77/64,81/64,165/128,21/16,45/32,187/128,189/128,405/256,51/32,105/64,459/256,119/64,255/128,false,false,false,false,15,0,1,0,1,0,1,0,1,1,0,0,0,0,1
8620,5,7,11,15,17,27,135/128,35/32,297/256,75/64,77/64,165/128,85/64,187/128,189/128,405/256,105/64,55/32,459/256,119/64,255/128,false,false,false,false,15,0,0,1,1,0,1,0,1,1,0,0,0,0,1
8625,1,9,11,15,17,27,135/128,17/16,9/8,297/256,153/128,165/128,11/8,187/128,99/64,405/256,27/16,459/256,15/8,243/128,255/128,false,false,false,false,15,1,0,0,0,1,1,0,1,1,0,0,0,0,1
8626,3,9,11,15,17,27,33/32,135/128,297/256,153/128,81/64,165/128,45/32,187/128,99/64,405/256,51/32,27/16,459/256,243/128,255/128,false,false,false,false,15,0,1,0,0,1,1,0,1,1,0,0,0,0,1
8628,5,9,11,15,17,27,135/128,297/256,75/64,153/128,165/128,85/64,45/32,187/128,99/64,405/256,55/32,459/256,243/128,255/128,null/null,false,false,false,false,14,0,0,1,0,1,1,0,1,1,0,0,0,0,1
8632,7,9,11,15,17,27,135/128,297/256,153/128,77/64,165/128,187/128,189/128,99/64,405/256,105/64,459/256,119/64,243/128,63/32,255/128,false,false,false,false,15,0,0,0,1,1,1,0,1,1,0,0,0,0,1
8643,1,3,13,15,17,27,17/16,39/32,81/64,351/256,45/32,3/2,195/128,405/256,51/32,13/8,27/16,221/128,459/256,15/8,255/128,false,false,false,false,15,1,1,0,0,0,0,1,1,1,0,0,0,0,1
8645,1,5,13,15,17,27,65/64,135/128,17/16,75/64,5/4,85/64,351/256,195/128,405/256,13/8,27/16,221/128,459/256,15/8,255/128,false,false,false,false,15,1,0,1,0,0,0,1,1,1,0,0,0,0,1
8646,3,5,13,15,17,27,65/64,135/128,75/64,39/32,81/64,85/64,351/256,45/32,195/128,405/256,51/32,221/128,459/256,15/8,255/128,false,false,false,false,15,0,1,1,0,0,0,1,1,1,0,0,0,0,1
8649,1,7,13,15,17,27,17/16,351/256,91/64,189/128,195/128,405/256,13/8,105/64,27/16,221/128,7/4,459/256,119/64,15/8,255/128,false,false,false,false,15,1,0,0,1,0,0,1,1,1,0,0,0,0,1
8650,3,7,13,15,17,27,39/32,81/64,21/16,351/256,45/32,91/64,189/128,195/128,405/256,51/32,105/64,221/128,459/256,119/64,255/128,false,false,false,false,15,0,1,0,1,0,0,1,1,1,0,0,0,0,1
8652,5,7,13,15,17,27,65/64,135/128,35/32,75/64,85/64,351/256,91/64,189/128,195/128,405/256,105/64,221/128,459/256,119/64,255/128,false,false,false,false,15,0,0,1,1,0,0,1,1,1,0,0,0,0,1
8657,1,9,13,15,17,27,135/128,17/16,9/8,153/128,351/256,195/128,405/256,13/8,27/16,221/128,459/256,117/64,15/8,243/128,255/128,false,false,false,false,15,1,0,0,0,1,0,1,1,1,0,0,0,0,1
8658,3,9,13,15,17,27,135/128,153/128,39/32,81/64,351/256,45/32,195/128,405/256,51/32,27/16,221/128,459/256,117/64,243/128,255/128,false,false,false,false,15,0,1,0,0,1,0,1,1,1,0,0,0,0,1
8660,5,9,13,15,17,27,65/64,135/128,75/64,153/128,85/64,351/256,45/32,195/128,405/256,221/128,459/256,117/64,243/128,255/128,null/null,false,false,false,false,14,0,0,1,0,1,0,1,1,1,0,0,0,0,1
8664,7,9,13,15,17,27,135/128,153/128,351/256,91/64,189/128,195/128,405/256,105/64,221/128,459/256,117/64,119/64,243/128,63/32,255/128,false,false,false,false,15,0,0,0,1,1,0,1,1,1,0,0,0,0,1
8673,1,11,13,15,17,27,17/16,143/128,297/256,165/128,351/256,11/8,187/128,195/128,405/256,13/8,27/16,221/128,459/256,15/8,255/128,false,false,false,false,15,1,0,0,0,0,1,1,1,1,0,0,0,0,1
8674,3,11,13,15,17,27,33/32,143/128,297/256,39/32,81/64,165/128,351/256,45/32,187/128,195/128,405/256,51/32,221/128,459/256,255/128,false,false,false,false,15,0,1,0,0,0,1,1,1,1,0,0,0,0,1
8676,5,11,13,15,17,27,65/64,135/128,143/128,297/256,75/64,165/128,85/64,351/256,187/128,195/128,405/256,55/32,221/128,459/256,255/128,false,false,false,false,15,0,0,1,0,0,1,1,1,1,0,0,0,0,1
8680,7,11,13,15,17,27,143/128,297/256,77/64,165/128,351/256,91/64,187/128,189/128,195/128,405/256,105/64,221/128,459/256,119/64,255/128,false,false,false,false,15,0,0,0,1,0,1,1,1,1,0,0,0,0,1
8688,9,11,13,15,17,27,135/128,143/128,297/256,153/128,165/128,351/256,187/128,195/128,99/64,405/256,221/128,459/256,117/64,243/128,255/128,false,false,false,false,15,0,0,0,0,1,1,1,1,1,0,0,0,0,1
8719,1,3,5,7,19,27,513/512,133/128,135/128,35/32,19/16,5/4,81/64,21/16,189/128,95/64,3/2,27/16,7/4,57/32,15/8,false,false,false,false,15,1,1,1,1,0,0,0,0,0,1,0,0,0,1
8727,1,3,5,9,19,27,513/512,135/128,9/8,19/16,5/4,81/64,171/128,45/32,95/64,3/2,27/16,57/32,15/8,243/128,null/null,false,false,false,false,14,1,1,1,0,1,0,0,0,0,1,0,0,0,1
8731,1,3,7,9,19,27,513/512,133/128,9/8,19/16,81/64,21/16,171/128,189/128,3/2,27/16,7/4,57/32,243/128,63/32,null/null,false,false,false,false,14,1,1,0,1,1,0,0,0,0,1,0,0,0,1
8733,1,5,7,9,19,27,513/512,133/128,135/128,35/32,9/8,19/16,5/4,171/128,45/32,189/128,95/64,27/16,7/4,243/128,63/32,false,false,false,false,15,1,0,1,1,1,0,0,0,0,1,0,0,0,1
8734,3,5,7,9,19,27,513/512,133/128,135/128,35/32,81/64,21/16,171/128,45/32,189/128,95/64,27/16,57/32,15/8,243/128,63/32,false,false,false,false,15,0,1,1,1,1,0,0,0,0,1,0,0,0,1
8743,1,3,5,11,19,27,513/512,33/32,135/128,297/256,19/16,5/4,81/64,11/8,95/64,3/2,209/128,27/16,55/32,57/32,15/8,false,false,false,false,15,1,1,1,0,0,1,0,0,0,1,0,0,0,1
8747,1,3,7,11,19,27,513/512,33/32,133/128,297/256,19/16,77/64,81/64,21/16,11/8,189/128,3/2,209/128,27/16,7/4,57/32,false,false,false,false,15,1,1,0,1,0,1,0,0,0,1,0,0,0,1
8749,1,5,7,11,19,27,513/512,133/128,135/128,35/32,297/256,19/16,77/64,5/4,11/8,189/128,95/64,209/128,27/16,55/32,7/4,false,false,false,false,15,1,0,1,1,0,1,0,0,0,1,0,0,0,1
8750,3,5,7,11,19,27,513/512,33/32,133/128,135/128,35/32,297/256,77/64,81/64,21/16,189/128,95/64,209/128,55/32,57/32,15/8,false,false,false,false,15,0,1,1,1,0,1,0,0,0,1,0,0,0,1
8755,1,3,9,11,19,27,513/512,33/32,9/8,297/256,19/16,81/64,171/128,11/8,3/2,99/64,209/128,27/16,57/32,243/128,null/null,false,false,false,false,14,1,1,0,0,1,1,0,0,0,1,0,0,0,1
8757,1,5,9,11,19,27,513/512,135/128,9/8,297/256,19/16,5/4,171/128,11/8,45/32,95/64,99/64,209/128,27/16,55/32,243/128,false,false,false,false,15,1,0,1,0,1,1,0,0,0,1,0,0,0,1
8758,3,5,9,11,19,27,513/512,33/32,135/128,297/256,81/64,171/128,45/32,95/64,99/64,209/128,27/16,55/32,57/32,15/8,243/128,false,false,false,false,15,0,1,1,0,1,1,0,0,0,1,0,0,0,1
8761,1,7,9,11,19,27,513/512,133/128,9/8,297/256,19/16,77/64,171/128,11/8,189/128,99/64,209/128,27/16,7/4,243/128,63/32,false,false,false,false,15,1,0,0,1,1,1,0,0,0,1,0,0,0,1
8762,3,7,9,11,19,27,513/512,33/32,133/128,297/256,77/64,81/64,21/16,171/128,189/128,99/64,209/128,27/16,57/32,243/128,63/32,false,false,false,false,15,0,1,0,1,1,1,0,0,0,1,0,0,0,1
8764,5,7,9,11,19,27,513/512,133/128,135/128,35/32,297/256,77/64,171/128,45/32,189/128,95/64,99/64,209/128,55/32,243/128,63/32,false,false,false,false,15,0,0,1,1,1,1,0,0,0,1,0,0,0,1
8775,1,3,5,13,19,27,513/512,65/64,135/128,19/16,39/32,5/4,81/64,351/256,95/64,3/2,13/8,27/16,57/32,15/8,247/128,false,false,false,false,15,1,1,1,0,0,0,1,0,0,1,0,0,0,1
8779,1,3,7,13,19,27,513/512,133/128,19/16,39/32,81/64,21/16,351/256,91/64,189/128,3/2,13/8,27/16,7/4,57/32,247/128,false,false,false,false,15,1,1,0,1,0,0,1,0,0,1,0,0,0,1
8781,1,5,7,13,19,27,513/512,65/64,133/128,135/128,35/32,19/16,5/4,351/256,91/64,189/128,95/64,13/8,27/16,7/4,247/128,false,false,false,false,15,1,0,1,1,0,0,1,0,0,1,0,0,0,1
8782,3,5,7,13,19,27,513/512,65/64,133/128,135/128,35/32,39/32,81/64,21/16,351/256,91/64,189/128,95/64,57/32,15/8,247/128,false,false,false,false,15,0,1,1,1,0,0,1,0,0,1,0,0,0,1
8787,1,3,9,13,19,27,513/512,9/8,19/16,39/32,81/64,171/128,351/256,3/2,13/8,27/16,57/32,117/64,243/128,247/128,null/null,false,false,false,false,14,1,1,0,0,1,0,1,0,0,1,0,0,0,1
8789,1,5,9,13,19,27,513/512,65/64,135/128,9/8,19/16,5/4,171/128,351/256,45/32,95/64,13/8,27/16,117/64,243/128,247/128,false,false,false,false,15,1,0,1,0,1,0,1,0,0,1,0,0,0,1
8790,3,5,9,13,19,27,513/512,65/64,135/128,39/32,81/64,171/128,351/256,45/32,95/64,27/16,57/32,117/64,15/8,243/128,247/128,false,false,false,false,15,0,1,1,0,1,0,1,0,0,1,0,0,0,1
8793,1,7,9,13,19,27,513/512,133/128,9/8,19/16,171/128,351/256,91/64,189/128,13/8,27/16,7/4,117/64,243/128,247/128,63/32,false,false,false,false,15,1,0,0,1,1,0,1,0,0,1,0,0,0,1
8794,3,7,9,13,19,27,513/512,133/128,39/32,81/64,21/16,171/128,351/256,91/64,189/128,27/16,57/32,117/64,243/128,247/128,63/32,false,false,false,false,15,0,1,0,1,1,0,1,0,0,1,0,0,0,1
8796,5,7,9,13,19,27,513/512,65/64,133/128,135/128,35/32,171/128,351/256,45/32,91/64,189/128,95/64,117/64,243/128,247/128,63/32,false,false,false,false,15,0,0,1,1,1,0,1,0,0,1,0,0,0,1
8803,1,3,11,13,19,27,513/512,33/32,143/128,297/256,19/16,39/32,81/64,351/256,11/8,3/2,13/8,209/128,27/16,57/32,247/128,false,false,false,false,15,1,1,0,0,0,1,1,0,0,1,0,0,0,1
8805,1,5,11,13,19,27,513/512,65/64,135/128,143/128,297/256,19/16,5/4,351/256,11/8,95/64,13/8,209/128,27/16,55/32,247/128,false,false,false,false,15,1,0,1,0,0,1,1,0,0,1,0,0,0,1
8806,3,5,11,13,19,27,513/512,65/64,33/32,135/128,143/128,297/256,39/32,81/64,351/256,95/64,209/128,55/32,57/32,15/8,247/128,false,false,false,false,15,0,1,1,0,0,1,1,0,0,1,0,0,0,1
8809,1,7,11,13,19,27,513/512,133/128,143/128,297/256,19/16,77/64,351/256,11/8,91/64,189/128,13/8,209/128,27/16,7/4,247/128,false,false,false,false,15,1,0,0,1,0,1,1,0,0,1,0,0,0,1
8810,3,7,11,13,19,27,513/512,33/32,133/128,143/128,297/256,77/64,39/32,81/64,21/16,351/256,91/64,189/128,209/128,57/32,247/128,false,false,false,false,15,0,1,0,1,0,1,1,0,0,1,0,0,0,1
8812,5,7,11,13,19,27,513/512,65/64,133/128,135/128,35/32,143/128,297/256,77/64,351/256,91/64,189/128,95/64,209/128,55/32,247/128,false,false,false,false,15,0,0,1,1,0,1,1,0,0,1,0,0,0,1
8817,1,9,11,13,19,27,513/512,143/128,9/8,297/256,19/16,171/128,351/256,11/8,99/64,13/8,209/128,27/16,117/64,243/128,247/128,false,false,false,false,15,1,0,0,0,1,1,1,0,0,1,0,0,0,1
8818,3,9,11,13,19,27,513/512,33/32,143/128,297/256,39/32,81/64,171/128,351/256,99/64,209/128,27/16,57/32,117/64,243/128,247/128,false,false,false,false,15,0,1,0,0,1,1,1,0,0,1,0,0,0,1
8820,5,9,11,13,19,27,513/512,65/64,135/128,143/128,297/256,171/128,351/256,45/32,95/64,99/64,209/128,55/32,117/64,243/128,247/128,false,false,false,false,15,0,0,1,0,1,1,1,0,0,1,0,0,0,1
8824,7,9,11,13,19,27,513/512,133/128,143/128,297/256,77/64,171/128,351/256,91/64,189/128,99/64,209/128,117/64,243/128,247/128,63/32,false,false,false,false,15,0,0,0,1,1,1,1,0,0,1,0,0,0,1
8839,1,3,5,15,19,27,513/512,135/128,285/256,75/64,19/16,5/4,81/64,45/32,95/64,3/2,405/256,27/16,57/32,15/8,null/null,false,false,false,false,14,1,1,1,0,0,0,0,1,0,1,0,0,0,1
8843,1,3,7,15,19,27,513/512,133/128,285/256,19/16,81/64,21/16,45/32,189/128,3/2,405/256,105/64,27/16,7/4,57/32,15/8,false,false,false,false,15,1,1,0,1,0,0,0,1,0,1,0,0,0,1
8845,1,5,7,15,19,27,513/512,133/128,135/128,35/32,285/256,75/64,19/16,5/4,189/128,95/64,405/256,105/64,27/16,7/4,15/8,false,false,false,false,15,1,0,1,1,0,0,0,1,0,1,0,0,0,1
8846,3,5,7,15,19,27,513/512,133/128,135/128,35/32,285/256,75/64,81/64,21/16,45/32,189/128,95/64,405/256,105/64,57/32,15/8,false,false,false,false,15,0,1,1,1,0,0,0,1,0,1,0,0,0,1
8851,1,3,9,15,19,27,513/512,135/128,285/256,9/8,19/16,81/64,171/128,45/32,3/2,405/256,27/16,57/32,15/8,243/128,null/null,false,false,false,false,14,1,1,0,0,1,0,0,1,0,1,0,0,0,1
8853,1,5,9,15,19,27,513/512,135/128,285/256,9/8,75/64,19/16,5/4,171/128,45/32,95/64,405/256,27/16,15/8,243/128,null/null,false,false,false,false,14,1,0,1,0,1,0,0,1,0,1,0,0,0,1
8854,3,5,9,15,19,27,513/512,135/128,285/256,75/64,81/64,171/128,45/32,95/64,405/256,27/16,57/32,15/8,243/128,null/null,null/null,false,false,false,false,13,0,1,1,0,1,0,0,1,0,1,0,0,0,1
8857,1,7,9,15,19,27,513/512,133/128,135/128,285/256,9/8,19/16,171/128,189/128,405/256,105/64,27/16,7/4,15/8,243/128,63/32,false,false,false,false,15,1,0,0,1,1,0,0,1,0,1,0,0,0,1
8858,3,7,9,15,19,27,513/512,133/128,135/128,285/256,81/64,21/16,171/128,45/32,189/128,405/256,105/64,27/16,57/32,243/128,63/32,false,false,false,false,15,0,1,0,1,1,0,0,1,0,1,0,0,0,1
8860,5,7,9,15,19,27,513/512,133/128,135/128,35/32,285/256,75/64,171/128,45/32,189/128,95/64,405/256,105/64,243/128,63/32,null/null,false,false,false,false,14,0,0,1,1,1,0,0,1,0,1,0,0,0,1
8867,1,3,11,15,19,27,513/512,33/32,285/256,297/256,19/16,81/64,165/128,11/8,45/32,3/2,405/256,209/128,27/16,57/32,15/8,false,false,false,false,15,1,1,0,0,0,1,0,1,0,1,0,0,0,1
8869,1,5,11,15,19,27,513/512,135/128,285/256,297/256,75/64,19/16,5/4,165/128,11/8,95/64,405/256,209/128,27/16,55/32,15/8,false,false,false,false,15,1,0,1,0,0,1,0,1,0,1,0,0,0,1
8870,3,5,11,15,19,27,513/512,33/32,135/128,285/256,297/256,75/64,81/64,165/128,45/32,95/64,405/256,209/128,55/32,57/32,15/8,false,false,false,false,15,0,1,1,0,0,1,0,1,0,1,0,0,0,1
8873,1,7,11,15,19,27,513/512,133/128,285/256,297/256,19/16,77/64,165/128,11/8,189/128,405/256,209/128,105/64,27/16,7/4,15/8,false,false,false,false,15,1,0,0,1,0,1,0,1,0,1,0,0,0,1
8874,3,7,11,15,19,27,513/512,33/32,133/128,285/256,297/256,77/64,81/64,165/128,21/16,45/32,189/128,405/256,209/128,105/64,57/32,false,false,false,false,15,0,1,0,1,0,1,0,1,0,1,0,0,0,1
8876,5,7,11,15,19,27,513/512,133/128,135/128,35/32,285/256,297/256,75/64,77/64,165/128,189/128,95/64,405/256,209/128,105/64,55/32,false,false,false,false,15,0,0,1,1,0,1,0,1,0,1,0,0,0,1
8881,1,9,11,15,19,27,513/512,135/128,285/256,9/8,297/256,19/16,165/128,171/128,11/8,99/64,405/256,209/128,27/16,15/8,243/128,false,false,false,false,15,1,0,0,0,1,1,0,1,0,1,0,0,0,1
8882,3,9,11,15,19,27,513/512,33/32,135/128,285/256,297/256,81/64,165/128,171/128,45/32,99/64,405/256,209/128,27/16,57/32,243/128,false,false,false,false,15,0,1,0,0,1,1,0,1,0,1,0,0,0,1
8884,5,9,11,15,19,27,513/512,135/128,285/256,297/256,75/64,165/128,171/128,45/32,95/64,99/64,405/256,209/128,55/32,243/128,null/null,false,false,false,false,14,0,0,1,0,1,1,0,1,0,1,0,0,0,1
8888,7,9,11,15,19,27,513/512,133/128,135/128,285/256,297/256,77/64,165/128,171/128,189/128,99/64,405/256,209/128,105/64,243/128,63/32,false,false,false,false,15,0,0,0,1,1,1,0,1,0,1,0,0,0,1
8899,1,3,13,15,19,27,513/512,285/256,19/16,39/32,81/64,351/256,45/32,3/2,195/128,405/256,13/8,27/16,57/32,15/8,247/128,false,false,false,false,15,1,1,0,0,0,0,1,1,0,1,0,0,0,1
8901,1,5,13,15,19,27,513/512,65/64,135/128,285/256,75/64,19/16,5/4,351/256,95/64,195/128,405/256,13/8,27/16,15/8,247/128,false,false,false,false,15,1,0,1,0,0,0,1,1,0,1,0,0,0,1
8902,3,5,13,15,19,27,513/512,65/64,135/128,285/256,75/64,39/32,81/64,351/256,45/32,95/64,195/128,405/256,57/32,15/8,247/128,false,false,false,false,15,0,1,1,0,0,0,1,1,0,1,0,0,0,1
8905,1,7,13,15,19,27,513/512,133/128,285/256,19/16,351/256,91/64,189/128,195/128,405/256,13/8,105/64,27/16,7/4,15/8,247/128,false,false,false,false,15,1,0,0,1,0,0,1,1,0,1,0,0,0,1
8906,3,7,13,15,19,27,513/512,133/128,285/256,39/32,81/64,21/16,351/256,45/32,91/64,189/128,195/128,405/256,105/64,57/32,247/128,false,false,false,false,15,0,1,0,1,0,0,1,1,0,1,0,0,0,1
8908,5,7,13,15,19,27,513/512,65/64,133/128,135/128,35/32,285/256,75/64,351/256,91/64,189/128,95/64,195/128,405/256,105/64,247/128,false,false,false,false,15,0,0,1,1,0,0,1,1,0,1,0,0,0,1
8913,1,9,13,15,19,27,513/512,135/128,285/256,9/8,19/16,171/128,351/256,195/128,405/256,13/8,27/16,117/64,15/8,243/128,247/128,false,false,false,false,15,1,0,0,0,1,0,1,1,0,1,0,0,0,1
8914,3,9,13,15,19,27,513/512,135/128,285/256,39/32,81/64,171/128,351/256,45/32,195/128,405/256,27/16,57/32,117/64,243/128,247/128,false,false,false,false,15,0,1,0,0,1,0,1,1,0,1,0,0,0,1
8916,5,9,13,15,19,27,513/512,65/64,135/128,285/256,75/64,171/128,351/256,45/32,95/64,195/128,405/256,117/64,243/128,247/128,null/null,false,false,false,false,14,0,0,1,0,1,0,1,1,0,1,0,0,0,1
8920,7,9,13,15,19,27,513/512,133/128,135/128,285/256,171/128,351/256,91/64,189/128,195/128,405/256,105/64,117/64,243/128,247/128,63/32,false,false,false,false,15,0,0,0,1,1,0,1,1,0,1,0,0,0,1
8929,1,11,13,15,19,27,513/512,285/256,143/128,297/256,19/16,165/128,351/256,11/8,195/128,405/256,13/8,209/128,27/16,15/8,247/128,false,false,false,false,15,1,0,0,0,0,1,1,1,0,1,0,0,0,1
8930,3,11,13,15,19,27,513/512,33/32,285/256,143/128,297/256,39/32,81/64,165/128,351/256,45/32,195/128,405/256,209/128,57/32,247/128,false,false,false,false,15,0,1,0,0,0,1,1,1,0,1,0,0,0,1
8932,5,11,13,15,19,27,513/512,65/64,135/128,285/256,143/128,297/256,75/64,165/128,351/256,95/64,195/128,405/256,209/128,55/32,247/128,false,false,false,false,15,0,0,1,0,0,1,1,1,0,1,0,0,0,1
8936,7,11,13,15,19,27,513/512,133/128,285/256,143/128,297/256,77/64,165/128,351/256,91/64,189/128,195/128,405/256,209/128,105/64,247/128,false,false,false,false,15,0,0,0,1,0,1,1,1,0,1,0,0,0,1
8944,9,11,13,15,19,27,513/512,135/128,285/256,143/128,297/256,165/128,171/128,351/256,195/128,99/64,405/256,209/128,117/64,243/128,247/128,false,false,false,false,15,0,0,0,0,1,1,1,1,0,1,0,0,0,1
8967,1,3,5,17,19,27,513/512,135/128,17/16,19/16,5/4,323/256,81/64,85/64,95/64,3/2,51/32,27/16,57/32,459/256,15/8,false,false,false,false,15,1,1,1,0,0,0,0,0,1,1,0,0,0,1
8971,1,3,7,17,19,27,513/512,133/128,17/16,19/16,323/256,81/64,21/16,189/128,3/2,51/32,27/16,7/4,57/32,459/256,119/64,false,false,false,false,15,1,1,0,1,0,0,0,0,1,1,0,0,0,1
8973,1,5,7,17,19,27,513/512,133/128,135/128,17/16,35/32,19/16,5/4,323/256,85/64,189/128,95/64,27/16,7/4,459/256,119/64,false,false,false,false,15,1,0,1,1,0,0,0,0,1,1,0,0,0,1
8974,3,5,7,17,19,27,513/512,133/128,135/128,35/32,323/256,81/64,21/16,85/64,189/128,95/64,51/32,57/32,459/256,119/64,15/8,false,false,false,false,15,0,1,1,1,0,0,0,0,1,1,0,0,0,1
8979,1,3,9,17,19,27,513/512,17/16,9/8,19/16,153/128,323/256,81/64,171/128,3/2,51/32,27/16,57/32,459/256,243/128,null/null,false,false,false,false,14,1,1,0,0,1,0,0,0,1,1,0,0,0,1
8981,1,5,9,17,19,27,513/512,135/128,17/16,9/8,19/16,153/128,5/4,323/256,85/64,171/128,45/32,95/64,27/16,459/256,243/128,false,false,false,false,15,1,0,1,0,1,0,0,0,1,1,0,0,0,1
8982,3,5,9,17,19,27,513/512,135/128,153/128,323/256,81/64,85/64,171/128,45/32,95/64,51/32,27/16,57/32,459/256,15/8,243/128,false,false,false,false,15,0,1,1,0,1,0,0,0,1,1,0,0,0,1
8985,1,7,9,17,19,27,513/512,133/128,17/16,9/8,19/16,153/128,323/256,171/128,189/128,27/16,7/4,459/256,119/64,243/128,63/32,false,false,false,false,15,1,0,0,1,1,0,0,0,1,1,0,0,0,1
8986,3,7,9,17,19,27,513/512,133/128,153/128,323/256,81/64,21/16,171/128,189/128,51/32,27/16,57/32,459/256,119/64,243/128,63/32,false,false,false,false,15,0,1,0,1,1,0,0,0,1,1,0,0,0,1
8988,5,7,9,17,19,27,513/512,133/128,135/128,35/32,153/128,323/256,85/64,171/128,45/32,189/128,95/64,459/256,119/64,243/128,63/32,false,false,false,false,15,0,0,1,1,1,0,0,0,1,1,0,0,0,1
8995,1,3,11,17,19,27,513/512,33/32,17/16,297/256,19/16,323/256,81/64,11/8,187/128,3/2,51/32,209/128,27/16,57/32,459/256,false,false,false,false,15,1,1,0,0,0,1,0,0,1,1,0,0,0,1
