id, name1, name2, name3, name4, name5, name6, note1, note2, note3, note4, note5, note 6, note7, note8, note9, note10, note11, note12, note13, note14, note15, isProper, isCS, isProperWithOrigin, isCSWithOrigin, scaleSize, 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27
2536,7,11,13,15,17,23,143/128,299/256,77/64,161/128,165/128,345/256,91/64,187/128,195/128,391/256,105/64,221/128,119/64,253/128,255/128,false,false,false,false,15,0,0,0,1,0,1,1,1,1,0,0,1,0,0
2544,9,11,13,15,17,23,135/128,143/128,299/256,153/128,165/128,345/256,187/128,195/128,391/256,99/64,207/128,221/128,117/64,253/128,255/128,false,false,false,false,15,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2575,1,3,5,7,19,23,133/128,69/64,35/32,19/16,5/4,161/128,21/16,23/16,95/64,3/2,437/256,7/4,57/32,115/64,15/8,false,false,false,false,15,1,1,1,1,0,0,0,0,0,1,0,1,0,0
2583,1,3,5,9,19,23,69/64,9/8,19/16,5/4,171/128,45/32,23/16,95/64,3/2,207/128,27/16,437/256,57/32,115/64,15/8,false,false,false,false,15,1,1,1,0,1,0,0,0,0,1,0,1,0,0
2587,1,3,7,9,19,23,133/128,69/64,9/8,19/16,161/128,21/16,171/128,23/16,3/2,207/128,27/16,437/256,7/4,57/32,63/32,false,false,false,false,15,1,1,0,1,1,0,0,0,0,1,0,1,0,0
2589,1,5,7,9,19,23,133/128,35/32,9/8,19/16,5/4,161/128,171/128,45/32,23/16,95/64,207/128,437/256,7/4,115/64,63/32,false,false,false,false,15,1,0,1,1,1,0,0,0,0,1,0,1,0,0
2590,3,5,7,9,19,23,133/128,69/64,35/32,161/128,21/16,171/128,45/32,95/64,207/128,27/16,437/256,57/32,115/64,15/8,63/32,false,false,false,false,15,0,1,1,1,1,0,0,0,0,1,0,1,0,0
2599,1,3,5,11,19,23,33/32,69/64,19/16,5/4,11/8,23/16,95/64,3/2,209/128,437/256,55/32,57/32,115/64,15/8,253/128,false,false,false,false,15,1,1,1,0,0,1,0,0,0,1,0,1,0,0
2603,1,3,7,11,19,23,33/32,133/128,69/64,19/16,77/64,161/128,21/16,11/8,23/16,3/2,209/128,437/256,7/4,57/32,253/128,false,false,false,false,15,1,1,0,1,0,1,0,0,0,1,0,1,0,0
2605,1,5,7,11,19,23,133/128,35/32,19/16,77/64,5/4,161/128,11/8,23/16,95/64,209/128,437/256,55/32,7/4,115/64,253/128,false,false,false,false,15,1,0,1,1,0,1,0,0,0,1,0,1,0,0
2606,3,5,7,11,19,23,33/32,133/128,69/64,35/32,77/64,161/128,21/16,95/64,209/128,437/256,55/32,57/32,115/64,15/8,253/128,false,false,false,false,15,0,1,1,1,0,1,0,0,0,1,0,1,0,0
2611,1,3,9,11,19,23,33/32,69/64,9/8,19/16,171/128,11/8,23/16,3/2,99/64,207/128,209/128,27/16,437/256,57/32,253/128,false,false,false,false,15,1,1,0,0,1,1,0,0,0,1,0,1,0,0
2613,1,5,9,11,19,23,9/8,19/16,5/4,171/128,11/8,45/32,23/16,95/64,99/64,207/128,209/128,437/256,55/32,115/64,253/128,false,false,false,false,15,1,0,1,0,1,1,0,0,0,1,0,1,0,0
2614,3,5,9,11,19,23,33/32,69/64,171/128,45/32,95/64,99/64,207/128,209/128,27/16,437/256,55/32,57/32,115/64,15/8,253/128,false,false,false,false,15,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2617,1,7,9,11,19,23,133/128,9/8,19/16,77/64,161/128,171/128,11/8,23/16,99/64,207/128,209/128,437/256,7/4,63/32,253/128,false,false,false,false,15,1,0,0,1,1,1,0,0,0,1,0,1,0,0
2618,3,7,9,11,19,23,33/32,133/128,69/64,77/64,161/128,21/16,171/128,99/64,207/128,209/128,27/16,437/256,57/32,63/32,253/128,false,false,false,false,15,0,1,0,1,1,1,0,0,0,1,0,1,0,0
2620,5,7,9,11,19,23,133/128,35/32,77/64,161/128,171/128,45/32,95/64,99/64,207/128,209/128,437/256,55/32,115/64,63/32,253/128,false,false,false,false,15,0,0,1,1,1,1,0,0,0,1,0,1,0,0
2631,1,3,5,13,19,23,65/64,69/64,299/256,19/16,39/32,5/4,23/16,95/64,3/2,13/8,437/256,57/32,115/64,15/8,247/128,false,false,false,false,15,1,1,1,0,0,0,1,0,0,1,0,1,0,0
2635,1,3,7,13,19,23,133/128,69/64,299/256,19/16,39/32,161/128,21/16,91/64,23/16,3/2,13/8,437/256,7/4,57/32,247/128,false,false,false,false,15,1,1,0,1,0,0,1,0,0,1,0,1,0,0
2637,1,5,7,13,19,23,65/64,133/128,35/32,299/256,19/16,5/4,161/128,91/64,23/16,95/64,13/8,437/256,7/4,115/64,247/128,false,false,false,false,15,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2638,3,5,7,13,19,23,65/64,133/128,69/64,35/32,299/256,39/32,161/128,21/16,91/64,95/64,437/256,57/32,115/64,15/8,247/128,false,false,false,false,15,0,1,1,1,0,0,1,0,0,1,0,1,0,0
2643,1,3,9,13,19,23,69/64,9/8,299/256,19/16,39/32,171/128,23/16,3/2,207/128,13/8,27/16,437/256,57/32,117/64,247/128,false,false,false,false,15,1,1,0,0,1,0,1,0,0,1,0,1,0,0
2645,1,5,9,13,19,23,65/64,9/8,299/256,19/16,5/4,171/128,45/32,23/16,95/64,207/128,13/8,437/256,115/64,117/64,247/128,false,false,false,false,15,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2646,3,5,9,13,19,23,65/64,69/64,299/256,39/32,171/128,45/32,95/64,207/128,27/16,437/256,57/32,115/64,117/64,15/8,247/128,false,false,false,false,15,0,1,1,0,1,0,1,0,0,1,0,1,0,0
2649,1,7,9,13,19,23,133/128,9/8,299/256,19/16,161/128,171/128,91/64,23/16,207/128,13/8,437/256,7/4,117/64,247/128,63/32,false,false,false,false,15,1,0,0,1,1,0,1,0,0,1,0,1,0,0
2650,3,7,9,13,19,23,133/128,69/64,299/256,39/32,161/128,21/16,171/128,91/64,207/128,27/16,437/256,57/32,117/64,247/128,63/32,false,false,false,false,15,0,1,0,1,1,0,1,0,0,1,0,1,0,0
2652,5,7,9,13,19,23,65/64,133/128,35/32,299/256,161/128,171/128,45/32,91/64,95/64,207/128,437/256,115/64,117/64,247/128,63/32,false,false,false,false,15,0,0,1,1,1,0,1,0,0,1,0,1,0,0
2659,1,3,11,13,19,23,33/32,69/64,143/128,299/256,19/16,39/32,11/8,23/16,3/2,13/8,209/128,437/256,57/32,247/128,253/128,false,false,false,false,15,1,1,0,0,0,1,1,0,0,1,0,1,0,0
2661,1,5,11,13,19,23,65/64,143/128,299/256,19/16,5/4,11/8,23/16,95/64,13/8,209/128,437/256,55/32,115/64,247/128,253/128,false,false,false,false,15,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2662,3,5,11,13,19,23,65/64,33/32,69/64,143/128,299/256,39/32,95/64,209/128,437/256,55/32,57/32,115/64,15/8,247/128,253/128,false,false,false,false,15,0,1,1,0,0,1,1,0,0,1,0,1,0,0
2665,1,7,11,13,19,23,133/128,143/128,299/256,19/16,77/64,161/128,11/8,91/64,23/16,13/8,209/128,437/256,7/4,247/128,253/128,false,false,false,false,15,1,0,0,1,0,1,1,0,0,1,0,1,0,0
2666,3,7,11,13,19,23,33/32,133/128,69/64,143/128,299/256,77/64,39/32,161/128,21/16,91/64,209/128,437/256,57/32,247/128,253/128,false,false,false,false,15,0,1,0,1,0,1,1,0,0,1,0,1,0,0
2668,5,7,11,13,19,23,65/64,133/128,35/32,143/128,299/256,77/64,161/128,91/64,95/64,209/128,437/256,55/32,115/64,247/128,253/128,false,false,false,false,15,0,0,1,1,0,1,1,0,0,1,0,1,0,0
2673,1,9,11,13,19,23,143/128,9/8,299/256,19/16,171/128,11/8,23/16,99/64,207/128,13/8,209/128,437/256,117/64,247/128,253/128,false,false,false,false,15,1,0,0,0,1,1,1,0,0,1,0,1,0,0
2674,3,9,11,13,19,23,33/32,69/64,143/128,299/256,39/32,171/128,99/64,207/128,209/128,27/16,437/256,57/32,117/64,247/128,253/128,false,false,false,false,15,0,1,0,0,1,1,1,0,0,1,0,1,0,0
2676,5,9,11,13,19,23,65/64,143/128,299/256,171/128,45/32,95/64,99/64,207/128,209/128,437/256,55/32,115/64,117/64,247/128,253/128,false,false,false,false,15,0,0,1,0,1,1,1,0,0,1,0,1,0,0
2680,7,9,11,13,19,23,133/128,143/128,299/256,77/64,161/128,171/128,91/64,99/64,207/128,209/128,437/256,117/64,247/128,63/32,253/128,false,false,false,false,15,0,0,0,1,1,1,1,0,0,1,0,1,0,0
2695,1,3,5,15,19,23,69/64,285/256,75/64,19/16,5/4,345/256,45/32,23/16,95/64,3/2,437/256,57/32,115/64,15/8,null/null,false,false,false,false,14,1,1,1,0,0,0,0,1,0,1,0,1,0,0
2699,1,3,7,15,19,23,133/128,69/64,285/256,19/16,161/128,21/16,345/256,45/32,23/16,3/2,105/64,437/256,7/4,57/32,15/8,false,false,false,false,15,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2701,1,5,7,15,19,23,133/128,35/32,285/256,75/64,19/16,5/4,161/128,345/256,23/16,95/64,105/64,437/256,7/4,115/64,15/8,false,false,false,false,15,1,0,1,1,0,0,0,1,0,1,0,1,0,0
2702,3,5,7,15,19,23,133/128,69/64,35/32,285/256,75/64,161/128,21/16,345/256,45/32,95/64,105/64,437/256,57/32,115/64,15/8,false,false,false,false,15,0,1,1,1,0,0,0,1,0,1,0,1,0,0
2707,1,3,9,15,19,23,135/128,69/64,285/256,9/8,19/16,171/128,345/256,45/32,23/16,3/2,207/128,27/16,437/256,57/32,15/8,false,false,false,false,15,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2709,1,5,9,15,19,23,135/128,285/256,9/8,75/64,19/16,5/4,171/128,345/256,45/32,23/16,95/64,207/128,437/256,115/64,15/8,false,false,false,false,15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2710,3,5,9,15,19,23,135/128,69/64,285/256,75/64,171/128,345/256,45/32,95/64,207/128,27/16,437/256,57/32,115/64,15/8,null/null,false,false,false,false,14,0,1,1,0,1,0,0,1,0,1,0,1,0,0
2713,1,7,9,15,19,23,133/128,135/128,285/256,9/8,19/16,161/128,171/128,345/256,23/16,207/128,105/64,437/256,7/4,15/8,63/32,false,false,false,false,15,1,0,0,1,1,0,0,1,0,1,0,1,0,0
2714,3,7,9,15,19,23,133/128,135/128,69/64,285/256,161/128,21/16,171/128,345/256,45/32,207/128,105/64,27/16,437/256,57/32,63/32,false,false,false,false,15,0,1,0,1,1,0,0,1,0,1,0,1,0,0
2716,5,7,9,15,19,23,133/128,135/128,35/32,285/256,75/64,161/128,171/128,345/256,45/32,95/64,207/128,105/64,437/256,115/64,63/32,false,false,false,false,15,0,0,1,1,1,0,0,1,0,1,0,1,0,0
2723,1,3,11,15,19,23,33/32,69/64,285/256,19/16,165/128,345/256,11/8,45/32,23/16,3/2,209/128,437/256,57/32,15/8,253/128,false,false,false,false,15,1,1,0,0,0,1,0,1,0,1,0,1,0,0
2725,1,5,11,15,19,23,285/256,75/64,19/16,5/4,165/128,345/256,11/8,23/16,95/64,209/128,437/256,55/32,115/64,15/8,253/128,false,false,false,false,15,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2726,3,5,11,15,19,23,33/32,69/64,285/256,75/64,165/128,345/256,45/32,95/64,209/128,437/256,55/32,57/32,115/64,15/8,253/128,false,false,false,false,15,0,1,1,0,0,1,0,1,0,1,0,1,0,0
2729,1,7,11,15,19,23,133/128,285/256,19/16,77/64,161/128,165/128,345/256,11/8,23/16,209/128,105/64,437/256,7/4,15/8,253/128,false,false,false,false,15,1,0,0,1,0,1,0,1,0,1,0,1,0,0
2730,3,7,11,15,19,23,33/32,133/128,69/64,285/256,77/64,161/128,165/128,21/16,345/256,45/32,209/128,105/64,437/256,57/32,253/128,false,false,false,false,15,0,1,0,1,0,1,0,1,0,1,0,1,0,0
2732,5,7,11,15,19,23,133/128,35/32,285/256,75/64,77/64,161/128,165/128,345/256,95/64,209/128,105/64,437/256,55/32,115/64,253/128,false,false,false,false,15,0,0,1,1,0,1,0,1,0,1,0,1,0,0
2737,1,9,11,15,19,23,135/128,285/256,9/8,19/16,165/128,171/128,345/256,11/8,23/16,99/64,207/128,209/128,437/256,15/8,253/128,false,false,false,false,15,1,0,0,0,1,1,0,1,0,1,0,1,0,0
2738,3,9,11,15,19,23,33/32,135/128,69/64,285/256,165/128,171/128,345/256,45/32,99/64,207/128,209/128,27/16,437/256,57/32,253/128,false,false,false,false,15,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2740,5,9,11,15,19,23,135/128,285/256,75/64,165/128,171/128,345/256,45/32,95/64,99/64,207/128,209/128,437/256,55/32,115/64,253/128,false,false,false,false,15,0,0,1,0,1,1,0,1,0,1,0,1,0,0
2744,7,9,11,15,19,23,133/128,135/128,285/256,77/64,161/128,165/128,171/128,345/256,99/64,207/128,209/128,105/64,437/256,63/32,253/128,false,false,false,false,15,0,0,0,1,1,1,0,1,0,1,0,1,0,0
2755,1,3,13,15,19,23,69/64,285/256,299/256,19/16,39/32,345/256,45/32,23/16,3/2,195/128,13/8,437/256,57/32,15/8,247/128,false,false,false,false,15,1,1,0,0,0,0,1,1,0,1,0,1,0,0
2757,1,5,13,15,19,23,65/64,285/256,299/256,75/64,19/16,5/4,345/256,23/16,95/64,195/128,13/8,437/256,115/64,15/8,247/128,false,false,false,false,15,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2758,3,5,13,15,19,23,65/64,69/64,285/256,299/256,75/64,39/32,345/256,45/32,95/64,195/128,437/256,57/32,115/64,15/8,247/128,false,false,false,false,15,0,1,1,0,0,0,1,1,0,1,0,1,0,0
2761,1,7,13,15,19,23,133/128,285/256,299/256,19/16,161/128,345/256,91/64,23/16,195/128,13/8,105/64,437/256,7/4,15/8,247/128,false,false,false,false,15,1,0,0,1,0,0,1,1,0,1,0,1,0,0
2762,3,7,13,15,19,23,133/128,69/64,285/256,299/256,39/32,161/128,21/16,345/256,45/32,91/64,195/128,105/64,437/256,57/32,247/128,false,false,false,false,15,0,1,0,1,0,0,1,1,0,1,0,1,0,0
2764,5,7,13,15,19,23,65/64,133/128,35/32,285/256,299/256,75/64,161/128,345/256,91/64,95/64,195/128,105/64,437/256,115/64,247/128,false,false,false,false,15,0,0,1,1,0,0,1,1,0,1,0,1,0,0
2769,1,9,13,15,19,23,135/128,285/256,9/8,299/256,19/16,171/128,345/256,23/16,195/128,207/128,13/8,437/256,117/64,15/8,247/128,false,false,false,false,15,1,0,0,0,1,0,1,1,0,1,0,1,0,0
2770,3,9,13,15,19,23,135/128,69/64,285/256,299/256,39/32,171/128,345/256,45/32,195/128,207/128,27/16,437/256,57/32,117/64,247/128,false,false,false,false,15,0,1,0,0,1,0,1,1,0,1,0,1,0,0
2772,5,9,13,15,19,23,65/64,135/128,285/256,299/256,75/64,171/128,345/256,45/32,95/64,195/128,207/128,437/256,115/64,117/64,247/128,false,false,false,false,15,0,0,1,0,1,0,1,1,0,1,0,1,0,0
2776,7,9,13,15,19,23,133/128,135/128,285/256,299/256,161/128,171/128,345/256,91/64,195/128,207/128,105/64,437/256,117/64,247/128,63/32,false,false,false,false,15,0,0,0,1,1,0,1,1,0,1,0,1,0,0
2785,1,11,13,15,19,23,285/256,143/128,299/256,19/16,165/128,345/256,11/8,23/16,195/128,13/8,209/128,437/256,15/8,247/128,253/128,false,false,false,false,15,1,0,0,0,0,1,1,1,0,1,0,1,0,0
2786,3,11,13,15,19,23,33/32,69/64,285/256,143/128,299/256,39/32,165/128,345/256,45/32,195/128,209/128,437/256,57/32,247/128,253/128,false,false,false,false,15,0,1,0,0,0,1,1,1,0,1,0,1,0,0
2788,5,11,13,15,19,23,65/64,285/256,143/128,299/256,75/64,165/128,345/256,95/64,195/128,209/128,437/256,55/32,115/64,247/128,253/128,false,false,false,false,15,0,0,1,0,0,1,1,1,0,1,0,1,0,0
2792,7,11,13,15,19,23,133/128,285/256,143/128,299/256,77/64,161/128,165/128,345/256,91/64,195/128,209/128,105/64,437/256,247/128,253/128,false,false,false,false,15,0,0,0,1,0,1,1,1,0,1,0,1,0,0
2800,9,11,13,15,19,23,135/128,285/256,143/128,299/256,165/128,171/128,345/256,195/128,99/64,207/128,209/128,437/256,117/64,247/128,253/128,false,false,false,false,15,0,0,0,0,1,1,1,1,0,1,0,1,0,0
2823,1,3,5,17,19,23,17/16,69/64,19/16,5/4,323/256,85/64,23/16,95/64,3/2,391/256,51/32,437/256,57/32,115/64,15/8,false,false,false,false,15,1,1,1,0,0,0,0,0,1,1,0,1,0,0
2827,1,3,7,17,19,23,133/128,17/16,69/64,19/16,161/128,323/256,21/16,23/16,3/2,391/256,51/32,437/256,7/4,57/32,119/64,false,false,false,false,15,1,1,0,1,0,0,0,0,1,1,0,1,0,0
2829,1,5,7,17,19,23,133/128,17/16,35/32,19/16,5/4,161/128,323/256,85/64,23/16,95/64,391/256,437/256,7/4,115/64,119/64,false,false,false,false,15,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2830,3,5,7,17,19,23,133/128,69/64,35/32,161/128,323/256,21/16,85/64,95/64,391/256,51/32,437/256,57/32,115/64,119/64,15/8,false,false,false,false,15,0,1,1,1,0,0,0,0,1,1,0,1,0,0
2835,1,3,9,17,19,23,17/16,69/64,9/8,19/16,153/128,323/256,171/128,23/16,3/2,391/256,51/32,207/128,27/16,437/256,57/32,false,false,false,false,15,1,1,0,0,1,0,0,0,1,1,0,1,0,0
2837,1,5,9,17,19,23,17/16,9/8,19/16,153/128,5/4,323/256,85/64,171/128,45/32,23/16,95/64,391/256,207/128,437/256,115/64,false,false,false,false,15,1,0,1,0,1,0,0,0,1,1,0,1,0,0
2838,3,5,9,17,19,23,69/64,153/128,323/256,85/64,171/128,45/32,95/64,391/256,51/32,207/128,27/16,437/256,57/32,115/64,15/8,false,false,false,false,15,0,1,1,0,1,0,0,0,1,1,0,1,0,0
2841,1,7,9,17,19,23,133/128,17/16,9/8,19/16,153/128,161/128,323/256,171/128,23/16,391/256,207/128,437/256,7/4,119/64,63/32,false,false,false,false,15,1,0,0,1,1,0,0,0,1,1,0,1,0,0
2842,3,7,9,17,19,23,133/128,69/64,153/128,161/128,323/256,21/16,171/128,391/256,51/32,207/128,27/16,437/256,57/32,119/64,63/32,false,false,false,false,15,0,1,0,1,1,0,0,0,1,1,0,1,0,0
2844,5,7,9,17,19,23,133/128,35/32,153/128,161/128,323/256,85/64,171/128,45/32,95/64,391/256,207/128,437/256,115/64,119/64,63/32,false,false,false,false,15,0,0,1,1,1,0,0,0,1,1,0,1,0,0
2851,1,3,11,17,19,23,33/32,17/16,69/64,19/16,323/256,11/8,23/16,187/128,3/2,391/256,51/32,209/128,437/256,57/32,253/128,false,false,false,false,15,1,1,0,0,0,1,0,0,1,1,0,1,0,0
2853,1,5,11,17,19,23,17/16,19/16,5/4,323/256,85/64,11/8,23/16,187/128,95/64,391/256,209/128,437/256,55/32,115/64,253/128,false,false,false,false,15,1,0,1,0,0,1,0,0,1,1,0,1,0,0
2854,3,5,11,17,19,23,33/32,69/64,323/256,85/64,187/128,95/64,391/256,51/32,209/128,437/256,55/32,57/32,115/64,15/8,253/128,false,false,false,false,15,0,1,1,0,0,1,0,0,1,1,0,1,0,0
2857,1,7,11,17,19,23,133/128,17/16,19/16,77/64,161/128,323/256,11/8,23/16,187/128,391/256,209/128,437/256,7/4,119/64,253/128,false,false,false,false,15,1,0,0,1,0,1,0,0,1,1,0,1,0,0
2858,3,7,11,17,19,23,33/32,133/128,69/64,77/64,161/128,323/256,21/16,187/128,391/256,51/32,209/128,437/256,57/32,119/64,253/128,false,false,false,false,15,0,1,0,1,0,1,0,0,1,1,0,1,0,0
2860,5,7,11,17,19,23,133/128,35/32,77/64,161/128,323/256,85/64,187/128,95/64,391/256,209/128,437/256,55/32,115/64,119/64,253/128,false,false,false,false,15,0,0,1,1,0,1,0,0,1,1,0,1,0,0
2865,1,9,11,17,19,23,17/16,9/8,19/16,153/128,323/256,171/128,11/8,23/16,187/128,391/256,99/64,207/128,209/128,437/256,253/128,false,false,false,false,15,1,0,0,0,1,1,0,0,1,1,0,1,0,0
2866,3,9,11,17,19,23,33/32,69/64,153/128,323/256,171/128,187/128,391/256,99/64,51/32,207/128,209/128,27/16,437/256,57/32,253/128,false,false,false,false,15,0,1,0,0,1,1,0,0,1,1,0,1,0,0
2868,5,9,11,17,19,23,153/128,323/256,85/64,171/128,45/32,187/128,95/64,391/256,99/64,207/128,209/128,437/256,55/32,115/64,253/128,false,false,false,false,15,0,0,1,0,1,1,0,0,1,1,0,1,0,0
2872,7,9,11,17,19,23,133/128,153/128,77/64,161/128,323/256,171/128,187/128,391/256,99/64,207/128,209/128,437/256,119/64,63/32,253/128,false,false,false,false,15,0,0,0,1,1,1,0,0,1,1,0,1,0,0
2883,1,3,13,17,19,23,17/16,69/64,299/256,19/16,39/32,323/256,23/16,3/2,391/256,51/32,13/8,437/256,221/128,57/32,247/128,false,false,false,false,15,1,1,0,0,0,0,1,0,1,1,0,1,0,0
2885,1,5,13,17,19,23,65/64,17/16,299/256,19/16,5/4,323/256,85/64,23/16,95/64,391/256,13/8,437/256,221/128,115/64,247/128,false,false,false,false,15,1,0,1,0,0,0,1,0,1,1,0,1,0,0
2886,3,5,13,17,19,23,65/64,69/64,299/256,39/32,323/256,85/64,95/64,391/256,51/32,437/256,221/128,57/32,115/64,15/8,247/128,false,false,false,false,15,0,1,1,0,0,0,1,0,1,1,0,1,0,0
2889,1,7,13,17,19,23,133/128,17/16,299/256,19/16,161/128,323/256,91/64,23/16,391/256,13/8,437/256,221/128,7/4,119/64,247/128,false,false,false,false,15,1,0,0,1,0,0,1,0,1,1,0,1,0,0
2890,3,7,13,17,19,23,133/128,69/64,299/256,39/32,161/128,323/256,21/16,91/64,391/256,51/32,437/256,221/128,57/32,119/64,247/128,false,false,false,false,15,0,1,0,1,0,0,1,0,1,1,0,1,0,0
2892,5,7,13,17,19,23,65/64,133/128,35/32,299/256,161/128,323/256,85/64,91/64,95/64,391/256,437/256,221/128,115/64,119/64,247/128,false,false,false,false,15,0,0,1,1,0,0,1,0,1,1,0,1,0,0
2897,1,9,13,17,19,23,17/16,9/8,299/256,19/16,153/128,323/256,171/128,23/16,391/256,207/128,13/8,437/256,221/128,117/64,247/128,false,false,false,false,15,1,0,0,0,1,0,1,0,1,1,0,1,0,0
2898,3,9,13,17,19,23,69/64,299/256,153/128,39/32,323/256,171/128,391/256,51/32,207/128,27/16,437/256,221/128,57/32,117/64,247/128,false,false,false,false,15,0,1,0,0,1,0,1,0,1,1,0,1,0,0
2900,5,9,13,17,19,23,65/64,299/256,153/128,323/256,85/64,171/128,45/32,95/64,391/256,207/128,437/256,221/128,115/64,117/64,247/128,false,false,false,false,15,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2904,7,9,13,17,19,23,133/128,299/256,153/128,161/128,323/256,171/128,91/64,391/256,207/128,437/256,221/128,117/64,119/64,247/128,63/32,false,false,false,false,15,0,0,0,1,1,0,1,0,1,1,0,1,0,0
2913,1,11,13,17,19,23,17/16,143/128,299/256,19/16,323/256,11/8,23/16,187/128,391/256,13/8,209/128,437/256,221/128,247/128,253/128,false,false,false,false,15,1,0,0,0,0,1,1,0,1,1,0,1,0,0
2914,3,11,13,17,19,23,33/32,69/64,143/128,299/256,39/32,323/256,187/128,391/256,51/32,209/128,437/256,221/128,57/32,247/128,253/128,false,false,false,false,15,0,1,0,0,0,1,1,0,1,1,0,1,0,0
2916,5,11,13,17,19,23,65/64,143/128,299/256,323/256,85/64,187/128,95/64,391/256,209/128,437/256,55/32,221/128,115/64,247/128,253/128,false,false,false,false,15,0,0,1,0,0,1,1,0,1,1,0,1,0,0
2920,7,11,13,17,19,23,133/128,143/128,299/256,77/64,161/128,323/256,91/64,187/128,391/256,209/128,437/256,221/128,119/64,247/128,253/128,false,false,false,false,15,0,0,0,1,0,1,1,0,1,1,0,1,0,0
2928,9,11,13,17,19,23,143/128,299/256,153/128,323/256,171/128,187/128,391/256,99/64,207/128,209/128,437/256,221/128,117/64,247/128,253/128,false,false,false,false,15,0,0,0,0,1,1,1,0,1,1,0,1,0,0
2947,1,3,15,17,19,23,17/16,69/64,285/256,19/16,323/256,345/256,45/32,23/16,3/2,391/256,51/32,437/256,57/32,15/8,255/128,false,false,false,false,15,1,1,0,0,0,0,0,1,1,1,0,1,0,0
2949,1,5,15,17,19,23,17/16,285/256,75/64,19/16,5/4,323/256,85/64,345/256,23/16,95/64,391/256,437/256,115/64,15/8,255/128,false,false,false,false,15,1,0,1,0,0,0,0,1,1,1,0,1,0,0
2950,3,5,15,17,19,23,69/64,285/256,75/64,323/256,85/64,345/256,45/32,95/64,391/256,51/32,437/256,57/32,115/64,15/8,255/128,false,false,false,false,15,0,1,1,0,0,0,0,1,1,1,0,1,0,0
2953,1,7,15,17,19,23,133/128,17/16,285/256,19/16,161/128,323/256,345/256,23/16,391/256,105/64,437/256,7/4,119/64,15/8,255/128,false,false,false,false,15,1,0,0,1,0,0,0,1,1,1,0,1,0,0
2954,3,7,15,17,19,23,133/128,69/64,285/256,161/128,323/256,21/16,345/256,45/32,391/256,51/32,105/64,437/256,57/32,119/64,255/128,false,false,false,false,15,0,1,0,1,0,0,0,1,1,1,0,1,0,0
2956,5,7,15,17,19,23,133/128,35/32,285/256,75/64,161/128,323/256,85/64,345/256,95/64,391/256,105/64,437/256,115/64,119/64,255/128,false,false,false,false,15,0,0,1,1,0,0,0,1,1,1,0,1,0,0
2961,1,9,15,17,19,23,135/128,17/16,285/256,9/8,19/16,153/128,323/256,171/128,345/256,23/16,391/256,207/128,437/256,15/8,255/128,false,false,false,false,15,1,0,0,0,1,0,0,1,1,1,0,1,0,0
2962,3,9,15,17,19,23,135/128,69/64,285/256,153/128,323/256,171/128,345/256,45/32,391/256,51/32,207/128,27/16,437/256,57/32,255/128,false,false,false,false,15,0,1,0,0,1,0,0,1,1,1,0,1,0,0
2964,5,9,15,17,19,23,135/128,285/256,75/64,153/128,323/256,85/64,171/128,345/256,45/32,95/64,391/256,207/128,437/256,115/64,255/128,false,false,false,false,15,0,0,1,0,1,0,0,1,1,1,0,1,0,0
2968,7,9,15,17,19,23,133/128,135/128,285/256,153/128,161/128,323/256,171/128,345/256,391/256,207/128,105/64,437/256,119/64,63/32,255/128,false,false,false,false,15,0,0,0,1,1,0,0,1,1,1,0,1,0,0
2977,1,11,15,17,19,23,17/16,285/256,19/16,323/256,165/128,345/256,11/8,23/16,187/128,391/256,209/128,437/256,15/8,253/128,255/128,false,false,false,false,15,1,0,0,0,0,1,0,1,1,1,0,1,0,0
2978,3,11,15,17,19,23,33/32,69/64,285/256,323/256,165/128,345/256,45/32,187/128,391/256,51/32,209/128,437/256,57/32,253/128,255/128,false,false,false,false,15,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2980,5,11,15,17,19,23,285/256,75/64,323/256,165/128,85/64,345/256,187/128,95/64,391/256,209/128,437/256,55/32,115/64,253/128,255/128,false,false,false,false,15,0,0,1,0,0,1,0,1,1,1,0,1,0,0
2984,7,11,15,17,19,23,133/128,285/256,77/64,161/128,323/256,165/128,345/256,187/128,391/256,209/128,105/64,437/256,119/64,253/128,255/128,false,false,false,false,15,0,0,0,1,0,1,0,1,1,1,0,1,0,0
2992,9,11,15,17,19,23,135/128,285/256,153/128,323/256,165/128,171/128,345/256,187/128,391/256,99/64,207/128,209/128,437/256,253/128,255/128,false,false,false,false,15,0,0,0,0,1,1,0,1,1,1,0,1,0,0
